"year","month","currency","cat","country","period","value","files"
2017,"03","千美元","总值","缅甸","A",354658,"2017-03-D.html"
2017,"03","千美元","第1类","缅甸","A",1406,"2017-03-D.html"
2017,"03","千美元","01章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","02章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","03章","缅甸","A",1406,"2017-03-D.html"
2017,"03","千美元","04章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","05章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","第2类","缅甸","A",23448,"2017-03-D.html"
2017,"03","千美元","06章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","07章","缅甸","A",1347,"2017-03-D.html"
2017,"03","千美元","08章","缅甸","A",8095,"2017-03-D.html"
2017,"03","千美元","09章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","10章","缅甸","A",2111,"2017-03-D.html"
2017,"03","千美元","11章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","12章","缅甸","A",11847,"2017-03-D.html"
2017,"03","千美元","13章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","14章","缅甸","A",49,"2017-03-D.html"
2017,"03","千美元","第3类","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","15章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","第4类","缅甸","A",914,"2017-03-D.html"
2017,"03","千美元","16章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","17章","缅甸","A",770,"2017-03-D.html"
2017,"03","千美元","18章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","19章","缅甸","A",11,"2017-03-D.html"
2017,"03","千美元","20章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","21章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","22章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","23章","缅甸","A",132,"2017-03-D.html"
2017,"03","千美元","24章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","31章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","50章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","51章","缅甸","A",NA,"2017-03-D.html"
2017,"03","千美元","52章","缅甸","A",1,"2017-03-D.html"
2017,"03","千美元","总值","缅甸","B",1021781,"2017-03-D.html"
2017,"03","千美元","第1类","缅甸","B",6520,"2017-03-D.html"
2017,"03","千美元","01章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","02章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","03章","缅甸","B",6382,"2017-03-D.html"
2017,"03","千美元","04章","缅甸","B",0,"2017-03-D.html"
2017,"03","千美元","05章","缅甸","B",139,"2017-03-D.html"
2017,"03","千美元","第2类","缅甸","B",33400,"2017-03-D.html"
2017,"03","千美元","06章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","07章","缅甸","B",2809,"2017-03-D.html"
2017,"03","千美元","08章","缅甸","B",8103,"2017-03-D.html"
2017,"03","千美元","09章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","10章","缅甸","B",9573,"2017-03-D.html"
2017,"03","千美元","11章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","12章","缅甸","B",12814,"2017-03-D.html"
2017,"03","千美元","13章","缅甸","B",0,"2017-03-D.html"
2017,"03","千美元","14章","缅甸","B",101,"2017-03-D.html"
2017,"03","千美元","第3类","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","15章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","第4类","缅甸","B",2189,"2017-03-D.html"
2017,"03","千美元","16章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","17章","缅甸","B",790,"2017-03-D.html"
2017,"03","千美元","18章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","19章","缅甸","B",11,"2017-03-D.html"
2017,"03","千美元","20章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","21章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","22章","缅甸","B",24,"2017-03-D.html"
2017,"03","千美元","23章","缅甸","B",1363,"2017-03-D.html"
2017,"03","千美元","24章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","31章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","50章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","51章","缅甸","B",NA,"2017-03-D.html"
2017,"03","千美元","52章","缅甸","B",1,"2017-03-D.html"
2017,"03","千美元","总值","中国香港","A",639514,"2017-03-D.html"
2017,"03","千美元","第1类","中国香港","A",168,"2017-03-D.html"
2017,"03","千美元","01章","中国香港","A",34,"2017-03-D.html"
2017,"03","千美元","02章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","03章","中国香港","A",129,"2017-03-D.html"
2017,"03","千美元","04章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","05章","中国香港","A",5,"2017-03-D.html"
2017,"03","千美元","第2类","中国香港","A",112,"2017-03-D.html"
2017,"03","千美元","06章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","07章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","08章","中国香港","A",8,"2017-03-D.html"
2017,"03","千美元","09章","中国香港","A",89,"2017-03-D.html"
2017,"03","千美元","10章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","11章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","12章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","13章","中国香港","A",15,"2017-03-D.html"
2017,"03","千美元","14章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","第3类","中国香港","A",364,"2017-03-D.html"
2017,"03","千美元","15章","中国香港","A",364,"2017-03-D.html"
2017,"03","千美元","第4类","中国香港","A",14325,"2017-03-D.html"
2017,"03","千美元","16章","中国香港","A",2,"2017-03-D.html"
2017,"03","千美元","17章","中国香港","A",66,"2017-03-D.html"
2017,"03","千美元","18章","中国香港","A",24,"2017-03-D.html"
2017,"03","千美元","19章","中国香港","A",3895,"2017-03-D.html"
2017,"03","千美元","20章","中国香港","A",420,"2017-03-D.html"
2017,"03","千美元","21章","中国香港","A",2464,"2017-03-D.html"
2017,"03","千美元","22章","中国香港","A",2508,"2017-03-D.html"
2017,"03","千美元","23章","中国香港","A",37,"2017-03-D.html"
2017,"03","千美元","24章","中国香港","A",4910,"2017-03-D.html"
2017,"03","千美元","31章","中国香港","A",NA,"2017-03-D.html"
2017,"03","千美元","50章","中国香港","A",239,"2017-03-D.html"
2017,"03","千美元","51章","中国香港","A",137,"2017-03-D.html"
2017,"03","千美元","52章","中国香港","A",2199,"2017-03-D.html"
2017,"03","千美元","总值","中国香港","B",1688593,"2017-03-D.html"
2017,"03","千美元","第1类","中国香港","B",1226,"2017-03-D.html"
2017,"03","千美元","01章","中国香港","B",34,"2017-03-D.html"
2017,"03","千美元","02章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","03章","中国香港","B",1188,"2017-03-D.html"
2017,"03","千美元","04章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","05章","中国香港","B",5,"2017-03-D.html"
2017,"03","千美元","第2类","中国香港","B",156,"2017-03-D.html"
2017,"03","千美元","06章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","07章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","08章","中国香港","B",11,"2017-03-D.html"
2017,"03","千美元","09章","中国香港","B",98,"2017-03-D.html"
2017,"03","千美元","10章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","11章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","12章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","13章","中国香港","B",47,"2017-03-D.html"
2017,"03","千美元","14章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","第3类","中国香港","B",858,"2017-03-D.html"
2017,"03","千美元","15章","中国香港","B",858,"2017-03-D.html"
2017,"03","千美元","第4类","中国香港","B",39349,"2017-03-D.html"
2017,"03","千美元","16章","中国香港","B",2,"2017-03-D.html"
2017,"03","千美元","17章","中国香港","B",513,"2017-03-D.html"
2017,"03","千美元","18章","中国香港","B",80,"2017-03-D.html"
2017,"03","千美元","19章","中国香港","B",10141,"2017-03-D.html"
2017,"03","千美元","20章","中国香港","B",1177,"2017-03-D.html"
2017,"03","千美元","21章","中国香港","B",7232,"2017-03-D.html"
2017,"03","千美元","22章","中国香港","B",7366,"2017-03-D.html"
2017,"03","千美元","23章","中国香港","B",61,"2017-03-D.html"
2017,"03","千美元","24章","中国香港","B",12776,"2017-03-D.html"
2017,"03","千美元","31章","中国香港","B",NA,"2017-03-D.html"
2017,"03","千美元","50章","中国香港","B",497,"2017-03-D.html"
2017,"03","千美元","51章","中国香港","B",174,"2017-03-D.html"
2017,"03","千美元","52章","中国香港","B",4046,"2017-03-D.html"
2017,"03","千美元","总值","印度","A",1495302,"2017-03-D.html"
2017,"03","千美元","第1类","印度","A",7354,"2017-03-D.html"
2017,"03","千美元","01章","印度","A",NA,"2017-03-D.html"
2017,"03","千美元","02章","印度","A",NA,"2017-03-D.html"
2017,"03","千美元","03章","印度","A",7286,"2017-03-D.html"
2017,"03","千美元","04章","印度","A",NA,"2017-03-D.html"
2017,"03","千美元","05章","印度","A",68,"2017-03-D.html"
2017,"03","千美元","第2类","印度","A",19083,"2017-03-D.html"
2017,"03","千美元","06章","印度","A",40,"2017-03-D.html"
2017,"03","千美元","07章","印度","A",1124,"2017-03-D.html"
2017,"03","千美元","08章","印度","A",2729,"2017-03-D.html"
2017,"03","千美元","09章","印度","A",3343,"2017-03-D.html"
2017,"03","千美元","10章","印度","A",NA,"2017-03-D.html"
2017,"03","千美元","11章","印度","A",21,"2017-03-D.html"
2017,"03","千美元","12章","印度","A",3443,"2017-03-D.html"
2017,"03","千美元","13章","印度","A",1761,"2017-03-D.html"
2017,"03","千美元","14章","印度","A",6623,"2017-03-D.html"
2017,"03","千美元","第3类","印度","A",33262,"2017-03-D.html"
2017,"03","千美元","15章","印度","A",33262,"2017-03-D.html"
2017,"03","千美元","第4类","印度","A",5544,"2017-03-D.html"
2017,"03","千美元","16章","印度","A",244,"2017-03-D.html"
2017,"03","千美元","17章","印度","A",117,"2017-03-D.html"
2017,"03","千美元","18章","印度","A",114,"2017-03-D.html"
2017,"03","千美元","19章","印度","A",1,"2017-03-D.html"
2017,"03","千美元","20章","印度","A",948,"2017-03-D.html"
2017,"03","千美元","21章","印度","A",82,"2017-03-D.html"
2017,"03","千美元","22章","印度","A",18,"2017-03-D.html"
2017,"03","千美元","23章","印度","A",4020,"2017-03-D.html"
2017,"03","千美元","24章","印度","A",0,"2017-03-D.html"
2017,"03","千美元","31章","印度","A",6,"2017-03-D.html"
2017,"03","千美元","50章","印度","A",212,"2017-03-D.html"
2017,"03","千美元","51章","印度","A",78,"2017-03-D.html"
2017,"03","千美元","52章","印度","A",152882,"2017-03-D.html"
2017,"03","千美元","总值","印度","B",4199264,"2017-03-D.html"
2017,"03","千美元","第1类","印度","B",26633,"2017-03-D.html"
2017,"03","千美元","01章","印度","B",NA,"2017-03-D.html"
2017,"03","千美元","02章","印度","B",NA,"2017-03-D.html"
2017,"03","千美元","03章","印度","B",26376,"2017-03-D.html"
