"year","month","currency","cat","country","period","value","files"
2019,"06","千美元","总值","缅甸","A",1077152,"2019-06-D.html"
2019,"06","千美元","第1类","缅甸","A",6978,"2019-06-D.html"
2019,"06","千美元","01章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","02章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","03章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","04章","缅甸","A",142,"2019-06-D.html"
2019,"06","千美元","05章","缅甸","A",6835,"2019-06-D.html"
2019,"06","千美元","第2类","缅甸","A",12162,"2019-06-D.html"
2019,"06","千美元","06章","缅甸","A",513,"2019-06-D.html"
2019,"06","千美元","07章","缅甸","A",2246,"2019-06-D.html"
2019,"06","千美元","08章","缅甸","A",1987,"2019-06-D.html"
2019,"06","千美元","09章","缅甸","A",4388,"2019-06-D.html"
2019,"06","千美元","10章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","11章","缅甸","A",891,"2019-06-D.html"
2019,"06","千美元","12章","缅甸","A",1694,"2019-06-D.html"
2019,"06","千美元","13章","缅甸","A",444,"2019-06-D.html"
2019,"06","千美元","14章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","第3类","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","15章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","第4类","缅甸","A",21483,"2019-06-D.html"
2019,"06","千美元","16章","缅甸","A",781,"2019-06-D.html"
2019,"06","千美元","17章","缅甸","A",659,"2019-06-D.html"
2019,"06","千美元","18章","缅甸","A",NA,"2019-06-D.html"
2019,"06","千美元","19章","缅甸","A",1159,"2019-06-D.html"
2019,"06","千美元","20章","缅甸","A",1822,"2019-06-D.html"
2019,"06","千美元","21章","缅甸","A",10211,"2019-06-D.html"
2019,"06","千美元","22章","缅甸","A",6145,"2019-06-D.html"
2019,"06","千美元","23章","缅甸","A",445,"2019-06-D.html"
2019,"06","千美元","24章","缅甸","A",262,"2019-06-D.html"
2019,"06","千美元","31章","缅甸","A",34565,"2019-06-D.html"
2019,"06","千美元","50章","缅甸","A",231,"2019-06-D.html"
2019,"06","千美元","51章","缅甸","A",9823,"2019-06-D.html"
2019,"06","千美元","52章","缅甸","A",23567,"2019-06-D.html"
2019,"06","千美元","总值","缅甸","B",5864115,"2019-06-D.html"
2019,"06","千美元","第1类","缅甸","B",58810,"2019-06-D.html"
2019,"06","千美元","01章","缅甸","B",1,"2019-06-D.html"
2019,"06","千美元","02章","缅甸","B",NA,"2019-06-D.html"
2019,"06","千美元","03章","缅甸","B",0,"2019-06-D.html"
2019,"06","千美元","04章","缅甸","B",1135,"2019-06-D.html"
2019,"06","千美元","05章","缅甸","B",57674,"2019-06-D.html"
2019,"06","千美元","第2类","缅甸","B",108840,"2019-06-D.html"
