"year","month","currency","cat","country","period","value","files"
2019,"02","千美元","总值","缅甸","A",514458,"2019-02-D.html"
2019,"02","千美元","第1类","缅甸","A",7126,"2019-02-D.html"
2019,"02","千美元","01章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","02章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","03章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","04章","缅甸","A",31,"2019-02-D.html"
2019,"02","千美元","05章","缅甸","A",7096,"2019-02-D.html"
2019,"02","千美元","第2类","缅甸","A",15847,"2019-02-D.html"
2019,"02","千美元","06章","缅甸","A",113,"2019-02-D.html"
2019,"02","千美元","07章","缅甸","A",160,"2019-02-D.html"
2019,"02","千美元","08章","缅甸","A",13883,"2019-02-D.html"
2019,"02","千美元","09章","缅甸","A",81,"2019-02-D.html"
2019,"02","千美元","10章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","11章","缅甸","A",612,"2019-02-D.html"
2019,"02","千美元","12章","缅甸","A",776,"2019-02-D.html"
2019,"02","千美元","13章","缅甸","A",222,"2019-02-D.html"
2019,"02","千美元","14章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","第3类","缅甸","A",182,"2019-02-D.html"
2019,"02","千美元","15章","缅甸","A",182,"2019-02-D.html"
2019,"02","千美元","第4类","缅甸","A",9032,"2019-02-D.html"
2019,"02","千美元","16章","缅甸","A",368,"2019-02-D.html"
2019,"02","千美元","17章","缅甸","A",744,"2019-02-D.html"
2019,"02","千美元","18章","缅甸","A",NA,"2019-02-D.html"
2019,"02","千美元","19章","缅甸","A",553,"2019-02-D.html"
2019,"02","千美元","20章","缅甸","A",388,"2019-02-D.html"
2019,"02","千美元","21章","缅甸","A",4164,"2019-02-D.html"
2019,"02","千美元","22章","缅甸","A",1911,"2019-02-D.html"
2019,"02","千美元","23章","缅甸","A",620,"2019-02-D.html"
2019,"02","千美元","24章","缅甸","A",283,"2019-02-D.html"
2019,"02","千美元","31章","缅甸","A",10177,"2019-02-D.html"
2019,"02","千美元","50章","缅甸","A",105,"2019-02-D.html"
2019,"02","千美元","51章","缅甸","A",3455,"2019-02-D.html"
2019,"02","千美元","52章","缅甸","A",10383,"2019-02-D.html"
2019,"02","千美元","总值","缅甸","B",1567036,"2019-02-D.html"
2019,"02","千美元","第1类","缅甸","B",16743,"2019-02-D.html"
2019,"02","千美元","01章","缅甸","B",0,"2019-02-D.html"
2019,"02","千美元","02章","缅甸","B",NA,"2019-02-D.html"
2019,"02","千美元","03章","缅甸","B",NA,"2019-02-D.html"
2019,"02","千美元","04章","缅甸","B",441,"2019-02-D.html"
2019,"02","千美元","05章","缅甸","B",16302,"2019-02-D.html"
2019,"02","千美元","第2类","缅甸","B",44972,"2019-02-D.html"
2019,"02","千美元","06章","缅甸","B",552,"2019-02-D.html"
2019,"02","千美元","07章","缅甸","B",1224,"2019-02-D.html"
2019,"02","千美元","08章","缅甸","B",35707,"2019-02-D.html"
2019,"02","千美元","09章","缅甸","B",2082,"2019-02-D.html"
2019,"02","千美元","10章","缅甸","B",NA,"2019-02-D.html"
2019,"02","千美元","11章","缅甸","B",2228,"2019-02-D.html"
2019,"02","千美元","12章","缅甸","B",2582,"2019-02-D.html"
2019,"02","千美元","13章","缅甸","B",598,"2019-02-D.html"
2019,"02","千美元","14章","缅甸","B",0,"2019-02-D.html"
2019,"02","千美元","第3类","缅甸","B",387,"2019-02-D.html"
2019,"02","千美元","15章","缅甸","B",387,"2019-02-D.html"
2019,"02","千美元","第4类","缅甸","B",25214,"2019-02-D.html"
2019,"02","千美元","16章","缅甸","B",926,"2019-02-D.html"
2019,"02","千美元","17章","缅甸","B",1431,"2019-02-D.html"
2019,"02","千美元","18章","缅甸","B",34,"2019-02-D.html"
2019,"02","千美元","19章","缅甸","B",1742,"2019-02-D.html"
2019,"02","千美元","20章","缅甸","B",781,"2019-02-D.html"
2019,"02","千美元","21章","缅甸","B",11576,"2019-02-D.html"
2019,"02","千美元","22章","缅甸","B",6742,"2019-02-D.html"
2019,"02","千美元","23章","缅甸","B",1253,"2019-02-D.html"
2019,"02","千美元","24章","缅甸","B",729,"2019-02-D.html"
2019,"02","千美元","31章","缅甸","B",28675,"2019-02-D.html"
2019,"02","千美元","50章","缅甸","B",719,"2019-02-D.html"
2019,"02","千美元","51章","缅甸","B",4994,"2019-02-D.html"
2019,"02","千美元","52章","缅甸","B",36904,"2019-02-D.html"
2019,"02","千美元","总值","中国香港","A",13149933,"2019-02-D.html"
2019,"02","千美元","第1类","中国香港","A",134173,"2019-02-D.html"
2019,"02","千美元","01章","中国香港","A",15864,"2019-02-D.html"
2019,"02","千美元","02章","中国香港","A",37013,"2019-02-D.html"
2019,"02","千美元","03章","中国香港","A",64143,"2019-02-D.html"
2019,"02","千美元","04章","中国香港","A",10298,"2019-02-D.html"
2019,"02","千美元","05章","中国香港","A",6856,"2019-02-D.html"
2019,"02","千美元","第2类","中国香港","A",108120,"2019-02-D.html"
2019,"02","千美元","06章","中国香港","A",624,"2019-02-D.html"
2019,"02","千美元","07章","中国香港","A",56825,"2019-02-D.html"
2019,"02","千美元","08章","中国香港","A",15759,"2019-02-D.html"
2019,"02","千美元","09章","中国香港","A",12534,"2019-02-D.html"
2019,"02","千美元","10章","中国香港","A",1310,"2019-02-D.html"
2019,"02","千美元","11章","中国香港","A",3209,"2019-02-D.html"
2019,"02","千美元","12章","中国香港","A",7349,"2019-02-D.html"
2019,"02","千美元","13章","中国香港","A",10128,"2019-02-D.html"
2019,"02","千美元","14章","中国香港","A",384,"2019-02-D.html"
2019,"02","千美元","第3类","中国香港","A",7672,"2019-02-D.html"
2019,"02","千美元","15章","中国香港","A",7672,"2019-02-D.html"
2019,"02","千美元","第4类","中国香港","A",226341,"2019-02-D.html"
2019,"02","千美元","16章","中国香港","A",45666,"2019-02-D.html"
2019,"02","千美元","17章","中国香港","A",2401,"2019-02-D.html"
2019,"02","千美元","18章","中国香港","A",1015,"2019-02-D.html"
2019,"02","千美元","19章","中国香港","A",49668,"2019-02-D.html"
2019,"02","千美元","20章","中国香港","A",23069,"2019-02-D.html"
2019,"02","千美元","21章","中国香港","A",25801,"2019-02-D.html"
2019,"02","千美元","22章","中国香港","A",74906,"2019-02-D.html"
2019,"02","千美元","23章","中国香港","A",197,"2019-02-D.html"
2019,"02","千美元","24章","中国香港","A",3619,"2019-02-D.html"
2019,"02","千美元","31章","中国香港","A",259,"2019-02-D.html"
2019,"02","千美元","50章","中国香港","A",875,"2019-02-D.html"
2019,"02","千美元","51章","中国香港","A",13942,"2019-02-D.html"
2019,"02","千美元","52章","中国香港","A",34509,"2019-02-D.html"
2019,"02","千美元","总值","中国香港","B",36630028,"2019-02-D.html"
2019,"02","千美元","第1类","中国香港","B",317892,"2019-02-D.html"
2019,"02","千美元","01章","中国香港","B",42299,"2019-02-D.html"
2019,"02","千美元","02章","中国香港","B",81621,"2019-02-D.html"
2019,"02","千美元","03章","中国香港","B",141627,"2019-02-D.html"
2019,"02","千美元","04章","中国香港","B",25402,"2019-02-D.html"
2019,"02","千美元","05章","中国香港","B",26943,"2019-02-D.html"
2019,"02","千美元","第2类","中国香港","B",292884,"2019-02-D.html"
2019,"02","千美元","06章","中国香港","B",6176,"2019-02-D.html"
2019,"02","千美元","07章","中国香港","B",147932,"2019-02-D.html"
2019,"02","千美元","08章","中国香港","B",29899,"2019-02-D.html"
2019,"02","千美元","09章","中国香港","B",49693,"2019-02-D.html"
2019,"02","千美元","10章","中国香港","B",2553,"2019-02-D.html"
2019,"02","千美元","11章","中国香港","B",7809,"2019-02-D.html"
2019,"02","千美元","12章","中国香港","B",22827,"2019-02-D.html"
2019,"02","千美元","13章","中国香港","B",24667,"2019-02-D.html"
2019,"02","千美元","14章","中国香港","B",1326,"2019-02-D.html"
2019,"02","千美元","第3类","中国香港","B",17945,"2019-02-D.html"
2019,"02","千美元","15章","中国香港","B",17945,"2019-02-D.html"
2019,"02","千美元","第4类","中国香港","B",595615,"2019-02-D.html"
2019,"02","千美元","16章","中国香港","B",135687,"2019-02-D.html"
2019,"02","千美元","17章","中国香港","B",7253,"2019-02-D.html"
2019,"02","千美元","18章","中国香港","B",16896,"2019-02-D.html"
2019,"02","千美元","19章","中国香港","B",140351,"2019-02-D.html"
2019,"02","千美元","20章","中国香港","B",73207,"2019-02-D.html"
2019,"02","千美元","21章","中国香港","B",67155,"2019-02-D.html"
2019,"02","千美元","22章","中国香港","B",133829,"2019-02-D.html"
2019,"02","千美元","23章","中国香港","B",1395,"2019-02-D.html"
2019,"02","千美元","24章","中国香港","B",19842,"2019-02-D.html"
2019,"02","千美元","31章","中国香港","B",655,"2019-02-D.html"
2019,"02","千美元","50章","中国香港","B",2175,"2019-02-D.html"
2019,"02","千美元","51章","中国香港","B",25645,"2019-02-D.html"
2019,"02","千美元","52章","中国香港","B",108214,"2019-02-D.html"
2019,"02","千美元","总值","印度","A",4450553,"2019-02-D.html"
2019,"02","千美元","第1类","印度","A",357,"2019-02-D.html"
2019,"02","千美元","01章","印度","A",NA,"2019-02-D.html"
