X1,X2,X3,X4,X5,href
36,3221,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(十一)(7467字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718213&cs=724254&str=对部分国家+出口商品类章+海关统计
37,3220,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(十)(8192字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718212&cs=13190718&str=对部分国家+出口商品类章+海关统计
38,3219,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(九)(8381字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718211&cs=10112012&str=对部分国家+出口商品类章+海关统计
39,3218,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(八)(7484字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718210&cs=12281294&str=对部分国家+出口商品类章+海关统计
40,3217,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(七)(7619字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718209&cs=13477345&str=对部分国家+出口商品类章+海关统计
41,3216,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(六)(7545字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718208&cs=15466236&str=对部分国家+出口商品类章+海关统计
42,3215,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(五)(7681字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718207&cs=6393605&str=对部分国家+出口商品类章+海关统计
43,3214,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(四)(7444字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718206&cs=8690836&str=对部分国家+出口商品类章+海关统计
44,3213,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(三)(7543字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718205&cs=12515113&str=对部分国家+出口商品类章+海关统计
45,3212,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(二)(7751字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718204&cs=11157967&str=对部分国家+出口商品类章+海关统计
46,3211,20160731,中国2016年1-7月对部分国家(地区)出口商品类章金额统计(一)(7904字),精讯数据,/IrisBin/Text.dll?db=TJ&no=718203&cs=11915057&str=对部分国家+出口商品类章+海关统计
47,3210,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十二)(7586字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717916&cs=12251216&str=对部分国家+出口商品类章+海关统计
48,3209,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十一)(7805字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717915&cs=14754722&str=对部分国家+出口商品类章+海关统计
49,3208,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十)(7227字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717914&cs=9272076&str=对部分国家+出口商品类章+海关统计
50,3207,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十九)(7369字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717913&cs=10302568&str=对部分国家+出口商品类章+海关统计
1,3206,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十八)(7506字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717912&cs=2909277&str=对部分国家+出口商品类章+海关统计
2,3205,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十七)(7658字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717911&cs=2632827&str=对部分国家+出口商品类章+海关统计
3,3204,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十六)(7324字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717910&cs=9460821&str=对部分国家+出口商品类章+海关统计
4,3203,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十五)(7439字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717909&cs=16034712&str=对部分国家+出口商品类章+海关统计
5,3202,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十四)(7510字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717908&cs=2530583&str=对部分国家+出口商品类章+海关统计
6,3201,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十三)(7708字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717907&cs=3906348&str=对部分国家+出口商品类章+海关统计
7,3200,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十二)(7457字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717906&cs=10242421&str=对部分国家+出口商品类章+海关统计
8,3199,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十一)(7592字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717905&cs=6322461&str=对部分国家+出口商品类章+海关统计
9,3198,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十)(8257字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717904&cs=2664737&str=对部分国家+出口商品类章+海关统计
10,3197,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(九)(8383字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717903&cs=6881902&str=对部分国家+出口商品类章+海关统计
11,3196,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(八)(7552字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717902&cs=8627186&str=对部分国家+出口商品类章+海关统计
12,3195,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(七)(7682字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717901&cs=3356501&str=对部分国家+出口商品类章+海关统计
13,3194,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(六)(7553字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717900&cs=16700831&str=对部分国家+出口商品类章+海关统计
14,3193,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(五)(7747字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717899&cs=13056829&str=对部分国家+出口商品类章+海关统计
15,3192,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(四)(7451字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717898&cs=5418273&str=对部分国家+出口商品类章+海关统计
16,3191,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(三)(7669字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717897&cs=15336061&str=对部分国家+出口商品类章+海关统计
17,3190,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二)(7881字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717896&cs=6263912&str=对部分国家+出口商品类章+海关统计
18,3189,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(一)(7908字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717895&cs=2954953&str=对部分国家+出口商品类章+海关统计
19,3188,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十二)(7513字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717808&cs=2098993&str=对部分国家+出口商品类章+海关统计
20,3187,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十一)(7729字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717807&cs=104204&str=对部分国家+出口商品类章+海关统计
21,3186,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二十)(7159字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717806&cs=16361719&str=对部分国家+出口商品类章+海关统计
22,3185,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十九)(7301字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717805&cs=3009848&str=对部分国家+出口商品类章+海关统计
23,3184,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十八)(7433字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717804&cs=5935056&str=对部分国家+出口商品类章+海关统计
24,3183,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十七)(7585字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717803&cs=4503033&str=对部分国家+出口商品类章+海关统计
25,3182,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十六)(7192字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717802&cs=7298785&str=对部分国家+出口商品类章+海关统计
26,3181,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十五)(7308字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717801&cs=3419266&str=对部分国家+出口商品类章+海关统计
27,3180,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十四)(7383字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717800&cs=16459289&str=对部分国家+出口商品类章+海关统计
28,3179,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十三)(7640字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717799&cs=3823307&str=对部分国家+出口商品类章+海关统计
29,3178,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十二)(7450字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717798&cs=7403368&str=对部分国家+出口商品类章+海关统计
30,3177,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十一)(7462字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717797&cs=12608404&str=对部分国家+出口商品类章+海关统计
31,3176,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(十)(8236字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717796&cs=12164949&str=对部分国家+出口商品类章+海关统计
32,3175,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(九)(8360字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717795&cs=10846465&str=对部分国家+出口商品类章+海关统计
33,3174,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(八)(7480字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717794&cs=8820548&str=对部分国家+出口商品类章+海关统计
34,3173,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(七)(7678字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717793&cs=13821593&str=对部分国家+出口商品类章+海关统计
35,3172,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(六)(7538字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717792&cs=2421831&str=对部分国家+出口商品类章+海关统计
36,3171,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(五)(7616字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717791&cs=15802885&str=对部分国家+出口商品类章+海关统计
37,3170,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(四)(7442字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717790&cs=5425050&str=对部分国家+出口商品类章+海关统计
38,3169,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(三)(7543字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717789&cs=7711152&str=对部分国家+出口商品类章+海关统计
39,3168,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(二)(7747字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717788&cs=12334750&str=对部分国家+出口商品类章+海关统计
40,3167,20160630,中国2016年1-6月对部分国家(地区)出口商品类章金额统计(一)(7837字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717787&cs=2936967&str=对部分国家+出口商品类章+海关统计
41,3166,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十二)(7584字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717466&cs=4006310&str=对部分国家+出口商品类章+海关统计
42,3165,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十一)(7774字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717465&cs=3728706&str=对部分国家+出口商品类章+海关统计
43,3164,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十)(7223字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717464&cs=4270608&str=对部分国家+出口商品类章+海关统计
44,3163,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十九)(7364字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717463&cs=2241851&str=对部分国家+出口商品类章+海关统计
45,3162,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十八)(7438字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717462&cs=12744004&str=对部分国家+出口商品类章+海关统计
46,3161,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十七)(7648字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717461&cs=6190347&str=对部分国家+出口商品类章+海关统计
47,3160,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十六)(7256字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717460&cs=8871262&str=对部分国家+出口商品类章+海关统计
48,3159,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十五)(7311字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717459&cs=12996428&str=对部分国家+出口商品类章+海关统计
49,3158,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十四)(7507字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717458&cs=4515845&str=对部分国家+出口商品类章+海关统计
50,3157,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十三)(7642字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717457&cs=12032134&str=对部分国家+出口商品类章+海关统计
1,3156,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十二)(7455字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717456&cs=7390584&str=对部分国家+出口商品类章+海关统计
2,3155,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十一)(7590字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717455&cs=6815763&str=对部分国家+出口商品类章+海关统计
3,3154,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十)(8256字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717454&cs=5722531&str=对部分国家+出口商品类章+海关统计
4,3153,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(九)(8377字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717453&cs=6258432&str=对部分国家+出口商品类章+海关统计
5,3152,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(八)(7545字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717452&cs=10485585&str=对部分国家+出口商品类章+海关统计
6,3151,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(七)(7679字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717451&cs=6577910&str=对部分国家+出口商品类章+海关统计
7,3150,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(六)(7545字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717450&cs=10934604&str=对部分国家+出口商品类章+海关统计
8,3149,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(五)(7680字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717449&cs=14564147&str=对部分国家+出口商品类章+海关统计
9,3148,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(四)(7448字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717448&cs=15415911&str=对部分国家+出口商品类章+海关统计
10,3147,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(三)(7605字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717447&cs=3398239&str=对部分国家+出口商品类章+海关统计
11,3146,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二)(7877字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717446&cs=4938340&str=对部分国家+出口商品类章+海关统计
12,3145,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(一)(7907字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717445&cs=16067046&str=对部分国家+出口商品类章+海关统计
13,3144,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十二)(7508字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717358&cs=16655352&str=对部分国家+出口商品类章+海关统计
14,3143,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十一)(7598字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717357&cs=13336915&str=对部分国家+出口商品类章+海关统计
15,3142,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二十)(7153字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717356&cs=6721724&str=对部分国家+出口商品类章+海关统计
16,3141,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十九)(7296字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717355&cs=14381984&str=对部分国家+出口商品类章+海关统计
17,3140,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十八)(7432字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717354&cs=10891410&str=对部分国家+出口商品类章+海关统计
18,3139,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十七)(7514字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717353&cs=6990560&str=对部分国家+出口商品类章+海关统计
19,3138,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十六)(7187字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717352&cs=7824423&str=对部分国家+出口商品类章+海关统计
20,3137,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十五)(7306字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717351&cs=5408628&str=对部分国家+出口商品类章+海关统计
21,3136,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十四)(7376字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717350&cs=16095686&str=对部分国家+出口商品类章+海关统计
22,3135,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十三)(7631字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717349&cs=16155339&str=对部分国家+出口商品类章+海关统计
23,3134,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十二)(7322字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717348&cs=13144045&str=对部分国家+出口商品类章+海关统计
24,3133,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十一)(7392字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717347&cs=2698655&str=对部分国家+出口商品类章+海关统计
25,3132,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(十)(8180字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717346&cs=2898531&str=对部分国家+出口商品类章+海关统计
26,3131,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(九)(8303字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717345&cs=5268252&str=对部分国家+出口商品类章+海关统计
27,3130,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(八)(7476字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717344&cs=8492042&str=对部分国家+出口商品类章+海关统计
28,3129,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(七)(7612字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717343&cs=11434949&str=对部分国家+出口商品类章+海关统计
29,3128,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(六)(7534字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717342&cs=12489323&str=对部分国家+出口商品类章+海关统计
30,3127,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(五)(7608字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717341&cs=8522716&str=对部分国家+出口商品类章+海关统计
31,3126,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(四)(7438字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717340&cs=9692945&str=对部分国家+出口商品类章+海关统计
32,3125,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(三)(7478字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717339&cs=11522213&str=对部分国家+出口商品类章+海关统计
33,3124,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(二)(7741字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717338&cs=6705783&str=对部分国家+出口商品类章+海关统计
34,3123,20160531,中国2016年1-5月对部分国家(地区)出口商品类章金额统计(一)(7836字),精讯数据,/IrisBin/Text.dll?db=TJ&no=717337&cs=6411826&str=对部分国家+出口商品类章+海关统计
35,3122,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十二)(7571字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702185&cs=11022753&str=对部分国家+出口商品类章+海关统计
36,3121,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十一)(7729字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702184&cs=7302115&str=对部分国家+出口商品类章+海关统计
37,3120,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十)(7155字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702183&cs=9843427&str=对部分国家+出口商品类章+海关统计
38,3119,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十九)(7358字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702182&cs=11534875&str=对部分国家+出口商品类章+海关统计
39,3118,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十八)(7429字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702181&cs=4931043&str=对部分国家+出口商品类章+海关统计
40,3117,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十七)(7640字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702180&cs=10215272&str=对部分国家+出口商品类章+海关统计
41,3116,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十六)(7187字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702179&cs=12460247&str=对部分国家+出口商品类章+海关统计
42,3115,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十五)(7306字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702178&cs=12607597&str=对部分国家+出口商品类章+海关统计
43,3114,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十四)(7440字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702177&cs=10308831&str=对部分国家+出口商品类章+海关统计
44,3113,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十三)(7630字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702176&cs=14052120&str=对部分国家+出口商品类章+海关统计
45,3112,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十二)(7445字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702175&cs=5793397&str=对部分国家+出口商品类章+海关统计
46,3111,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十一)(7574字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702174&cs=12013445&str=对部分国家+出口商品类章+海关统计
47,3110,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十)(8239字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702173&cs=5391423&str=对部分国家+出口商品类章+海关统计
48,3109,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(九)(8278字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702172&cs=4154937&str=对部分国家+出口商品类章+海关统计
49,3108,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(八)(7535字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702171&cs=927091&str=对部分国家+出口商品类章+海关统计
50,3107,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(七)(7613字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702170&cs=14916611&str=对部分国家+出口商品类章+海关统计
1,3106,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(六)(7530字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702169&cs=6133069&str=对部分国家+出口商品类章+海关统计
2,3105,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(五)(7502字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702168&cs=4414080&str=对部分国家+出口商品类章+海关统计
3,3104,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(四)(7432字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702167&cs=1459709&str=对部分国家+出口商品类章+海关统计
4,3103,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(三)(7603字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702166&cs=4891269&str=对部分国家+出口商品类章+海关统计
5,3102,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二)(7745字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702165&cs=3000442&str=对部分国家+出口商品类章+海关统计
6,3101,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(一)(7835字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702164&cs=8213207&str=对部分国家+出口商品类章+海关统计
7,3100,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十二)(7498字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702077&cs=12053049&str=对部分国家+出口商品类章+海关统计
8,3099,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十一)(7593字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702076&cs=11490467&str=对部分国家+出口商品类章+海关统计
9,3098,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(二十)(7145字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702075&cs=2014077&str=对部分国家+出口商品类章+海关统计
10,3097,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十九)(7227字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702074&cs=16220148&str=对部分国家+出口商品类章+海关统计
11,3096,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十八)(7426字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702073&cs=3014452&str=对部分国家+出口商品类章+海关统计
12,3095,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十七)(7506字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702072&cs=16059915&str=对部分国家+出口商品类章+海关统计
13,3094,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十六)(7182字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702071&cs=7332898&str=对部分国家+出口商品类章+海关统计
14,3093,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十五)(7298字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702070&cs=6924317&str=对部分国家+出口商品类章+海关统计
15,3092,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十四)(7370字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702069&cs=450240&str=对部分国家+出口商品类章+海关统计
16,3091,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十三)(7628字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702068&cs=5969973&str=对部分国家+出口商品类章+海关统计
17,3090,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十二)(7250字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702067&cs=14246509&str=对部分国家+出口商品类章+海关统计
18,3089,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十一)(7389字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702066&cs=10004592&str=对部分国家+出口商品类章+海关统计
19,3088,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(十)(8158字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702065&cs=11617192&str=对部分国家+出口商品类章+海关统计
20,3087,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(九)(8237字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702064&cs=10124879&str=对部分国家+出口商品类章+海关统计
21,3086,20160430,中国2016年1-4月对部分国家(地区)出口商品类章金额统计(八)(7405字),精讯数据,/IrisBin/Text.dll?db=TJ&no=702063&cs=5129262&str=对部分国家+出口商品类章+海关统计
