"number","table","currency","variables","year","month","url"
"表14","进口主要商品量值表","美元","进口",2014,"2",NA
"表14","进口主要商品量值表","美元","进口",2014,"3",NA
"表14","进口主要商品量值表","美元","进口",2014,"4",NA
"表14","进口主要商品量值表","美元","进口",2014,"5",NA
"表14","进口主要商品量值表","美元","进口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310087/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310121/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310153/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310189/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310223/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310256/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310291/index.html"
"表15","出口商品类章金额表","人民币","出口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2913501/index.html"
"表15","出口商品类章金额表","人民币","出口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017229/index.html"
"表15","出口商品类章金额表","人民币","出口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073830/index.html"
"表15","出口商品类章金额表","人民币","出口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155238/index.html"
"表15","出口商品类章金额表","人民币","出口",2020,"6",NA
"表15","出口商品类章金额表","人民币","出口",2020,"7",NA
"表15","出口商品类章金额表","人民币","出口",2020,"8",NA
"表15","出口商品类章金额表","人民币","出口",2020,"9",NA
"表15","出口商品类章金额表","人民币","出口",2020,"10",NA
"表15","出口商品类章金额表","人民币","出口",2020,"11",NA
"表15","出口商品类章金额表","人民币","出口",2020,"12",NA
"表15","出口商品类章金额表","美元","出口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2914111/index.html"
"表15","出口商品类章金额表","美元","出口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017400/index.html"
"表15","出口商品类章金额表","美元","出口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073917/index.html"
"表15","出口商品类章金额表","美元","出口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155356/index.html"
"表15","出口商品类章金额表","美元","出口",2020,"6",NA
"表15","出口商品类章金额表","美元","出口",2020,"7",NA
"表15","出口商品类章金额表","美元","出口",2020,"8",NA
"表15","出口商品类章金额表","美元","出口",2020,"9",NA
"表15","出口商品类章金额表","美元","出口",2020,"10",NA
"表15","出口商品类章金额表","美元","出口",2020,"11",NA
"表15","出口商品类章金额表","美元","出口",2020,"12",NA
"表15","出口商品类章金额表","人民币","出口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314416/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2353001/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2391992/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2447653/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2514002/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546321/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573678/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604047/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653552/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709020/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791204/index.html"
"表15","出口商品类章金额表","人民币","出口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851371/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314600/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2353058/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2392297/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2448469/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2514063/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546628/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573864/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604226/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653909/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709113/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791530/index.html"
"表15","出口商品类章金额表","美元","出口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851466/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466757/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475263/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1762014/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1858134/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899393/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940009/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975200/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020706/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050219/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2112859/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153619/index.html"
"表15","出口商品类章金额表","人民币","出口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2278890/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466854/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475353/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1762007/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1858127/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899444/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940160/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975251/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020771/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050309/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2113041/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153675/index.html"
"表15","出口商品类章金额表","美元","出口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2279069/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632037/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632071/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632105/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/632156/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/702183/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/715996/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725341/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/734054/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737413/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747784/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760859/index.html"
"表15","出口商品类章金额表","人民币","出口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421214/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632054/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632088/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632122/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/632154/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/702181/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/716051/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725468/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/734061/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737464/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747835/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760910/index.html"
"表15","出口商品类章金额表","美元","出口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421505/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310720/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310754/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310788/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310822/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631768/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631802/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631836/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631870/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631919/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631938/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631972/index.html"
"表15","出口商品类章金额表","人民币","出口",2016,"12",NA
"表15","出口商品类章金额表","美元","出口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310737/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310771/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310805/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310839/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631785/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631819/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631853/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631887/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631921/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631955/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631990/index.html"
"表15","出口商品类章金额表","美元","出口",2016,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/632021/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310326/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310360/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310379/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310413/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310447/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310481/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310516/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310550/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310584/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310617/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310669/index.html"
"表15","出口商品类章金额表","人民币","出口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310686/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310328/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310361/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310396/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310430/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310464/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310499/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310533/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310566/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310601/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310633/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310667/index.html"
"表15","出口商品类章金额表","美元","出口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310703/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"1",NA
"表15","出口商品类章金额表","人民币","出口",2014,"2",NA
"表15","出口商品类章金额表","人民币","出口",2014,"3",NA
"表15","出口商品类章金额表","人民币","出口",2014,"4",NA
"表15","出口商品类章金额表","人民币","出口",2014,"5",NA
"表15","出口商品类章金额表","人民币","出口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310088/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310122/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310156/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310190/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310226/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310258/index.html"
"表15","出口商品类章金额表","人民币","出口",2014,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/310292/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"1",NA
"表15","出口商品类章金额表","美元","出口",2014,"2",NA
"表15","出口商品类章金额表","美元","出口",2014,"3",NA
"表15","出口商品类章金额表","美元","出口",2014,"4",NA
"表15","出口商品类章金额表","美元","出口",2014,"5",NA
"表15","出口商品类章金额表","美元","出口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310090/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310124/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310154/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310191/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310224/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310260/index.html"
"表15","出口商品类章金额表","美元","出口",2014,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/310293/index.html"
"表16","进口商品类章金额表","人民币","进口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2913543/index.html"
"表16","进口商品类章金额表","人民币","进口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017241/index.html"
"表16","进口商品类章金额表","人民币","进口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073835/index.html"
"表16","进口商品类章金额表","人民币","进口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155243/index.html"
"表16","进口商品类章金额表","人民币","进口",2020,"6",NA
"表16","进口商品类章金额表","人民币","进口",2020,"7",NA
"表16","进口商品类章金额表","人民币","进口",2020,"8",NA
"表16","进口商品类章金额表","人民币","进口",2020,"9",NA
"表16","进口商品类章金额表","人民币","进口",2020,"10",NA
"表16","进口商品类章金额表","人民币","进口",2020,"11",NA
"表16","进口商品类章金额表","人民币","进口",2020,"12",NA
"表16","进口商品类章金额表","美元","进口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2914118/index.html"
"表16","进口商品类章金额表","美元","进口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017406/index.html"
"表16","进口商品类章金额表","美元","进口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073921/index.html"
"表16","进口商品类章金额表","美元","进口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155392/index.html"
"表16","进口商品类章金额表","美元","进口",2020,"6",NA
"表16","进口商品类章金额表","美元","进口",2020,"7",NA
"表16","进口商品类章金额表","美元","进口",2020,"8",NA
"表16","进口商品类章金额表","美元","进口",2020,"9",NA
"表16","进口商品类章金额表","美元","进口",2020,"10",NA
"表16","进口商品类章金额表","美元","进口",2020,"11",NA
"表16","进口商品类章金额表","美元","进口",2020,"12",NA
"表16","进口商品类章金额表","人民币","进口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314419/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2353004/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2392025/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2448501/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2514005/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546340/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573682/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604061/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653567/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709024/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791221/index.html"
"表16","进口商品类章金额表","人民币","进口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851375/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314603/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2352998/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2392305/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2448481/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2514066/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546636/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573877/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604233/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653927/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709117/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791547/index.html"
"表16","进口商品类章金额表","美元","进口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851472/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466762/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475266/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1762018/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1858137/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899396/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940019/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975203/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020714/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050222/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2112865/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153622/index.html"
"表16","进口商品类章金额表","人民币","进口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2278922/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466857/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475356/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1762011/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1858130/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899449/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940172/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975255/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020774/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050313/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2113054/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153679/index.html"
"表16","进口商品类章金额表","美元","进口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2279075/index.html"
"表16","进口商品类章金额表","人民币","进口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632038/index.html"
"表16","进口商品类章金额表","人民币","进口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632072/index.html"
"表16","进口商品类章金额表","人民币","进口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632106/index.html"
