"number","table","currency","variables","year","month","url"
"表13","出口主要商品量值表","人民币","出口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725331/index.html"
"表13","出口主要商品量值表","人民币","出口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/733975/index.html"
"表13","出口主要商品量值表","人民币","出口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737407/index.html"
"表13","出口主要商品量值表","人民币","出口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747778/index.html"
"表13","出口主要商品量值表","人民币","出口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760853/index.html"
"表13","出口主要商品量值表","人民币","出口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421203/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632052/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632086/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632120/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/632152/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/702179/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/716045/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725459/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/734045/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737458/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747829/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760904/index.html"
"表13","出口主要商品量值表","美元","出口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421311/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310718/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310752/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310786/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310820/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631766/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631800/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631834/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631868/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631902/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631936/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631970/index.html"
"表13","出口主要商品量值表","人民币","出口",2016,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/632004/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310735/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310769/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310803/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310837/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631783/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631817/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631851/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631885/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631917/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631953/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631987/index.html"
"表13","出口主要商品量值表","美元","出口",2016,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/632019/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310309/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310343/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310377/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310411/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310445/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310479/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310514/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310548/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310582/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310616/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310651/index.html"
"表13","出口主要商品量值表","人民币","出口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310684/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310324/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310358/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310394/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310428/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310462/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310497/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310531/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310564/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310599/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310631/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310665/index.html"
"表13","出口主要商品量值表","美元","出口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310701/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"1",NA
"表13","出口主要商品量值表","人民币","出口",2014,"2",NA
"表13","出口主要商品量值表","人民币","出口",2014,"3",NA
"表13","出口主要商品量值表","人民币","出口",2014,"4",NA
"表13","出口主要商品量值表","人民币","出口",2014,"5",NA
"表13","出口主要商品量值表","人民币","出口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310071/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310106/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310139/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310173/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310207/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310257/index.html"
"表13","出口主要商品量值表","人民币","出口",2014,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310275/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"1",NA
"表13","出口主要商品量值表","美元","出口",2014,"2",NA
"表13","出口主要商品量值表","美元","出口",2014,"3",NA
"表13","出口主要商品量值表","美元","出口",2014,"4",NA
"表13","出口主要商品量值表","美元","出口",2014,"5",NA
"表13","出口主要商品量值表","美元","出口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310086/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310120/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310152/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310188/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310222/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310255/index.html"
"表13","出口主要商品量值表","美元","出口",2014,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310290/index.html"
"表14","进口主要商品量值表","人民币","进口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2913425/index.html"
"表14","进口主要商品量值表","人民币","进口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017224/index.html"
"表14","进口主要商品量值表","人民币","进口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073826/index.html"
"表14","进口主要商品量值表","人民币","进口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155203/index.html"
"表14","进口主要商品量值表","人民币","进口",2020,"6",NA
"表14","进口主要商品量值表","人民币","进口",2020,"7",NA
"表14","进口主要商品量值表","人民币","进口",2020,"8",NA
"表14","进口主要商品量值表","人民币","进口",2020,"9",NA
"表14","进口主要商品量值表","人民币","进口",2020,"10",NA
"表14","进口主要商品量值表","人民币","进口",2020,"11",NA
"表14","进口主要商品量值表","人民币","进口",2020,"12",NA
"表14","进口主要商品量值表","美元","进口",2020,"1-2","www.customs.gov.cn/customs/302249/302274/302277/302276/2914099/index.html"
"表14","进口主要商品量值表","美元","进口",2020,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/3017385/index.html"
"表14","进口主要商品量值表","美元","进口",2020,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/3073913/index.html"
"表14","进口主要商品量值表","美元","进口",2020,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/3155352/index.html"
"表14","进口主要商品量值表","美元","进口",2020,"6",NA
"表14","进口主要商品量值表","美元","进口",2020,"7",NA
"表14","进口主要商品量值表","美元","进口",2020,"8",NA
"表14","进口主要商品量值表","美元","进口",2020,"9",NA
"表14","进口主要商品量值表","美元","进口",2020,"10",NA
"表14","进口主要商品量值表","美元","进口",2020,"11",NA
"表14","进口主要商品量值表","美元","进口",2020,"12",NA
"表14","进口主要商品量值表","人民币","进口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314405/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2352991/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2391946/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2447597/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2513999/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546306/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573628/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604033/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653545/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709016/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791185/index.html"
"表14","进口主要商品量值表","人民币","进口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851365/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/2314597/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/2353055/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/2392288/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/2448420/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/2514060/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/2546603/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/2573810/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2604221/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2653874/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2709109/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2791508/index.html"
"表14","进口主要商品量值表","美元","进口",2019,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2851459/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466752/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475257/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1761780/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1857740/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899390/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940005/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975174/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020703/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050216/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2112851/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153616/index.html"
"表14","进口主要商品量值表","人民币","进口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2278855/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"1 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1466851/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"2 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1475350/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"3 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1761996/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"4 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1858124/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"5 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1899441/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/1940141/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/1975248/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/2020768/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/2050306/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/2113035/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/2153672/index.html"
"表14","进口主要商品量值表","美元","进口",2018,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/2279050/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632036/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632070/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632104/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/632138/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/702163/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/715991/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725338/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/733978/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737410/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747781/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760856/index.html"
"表14","进口主要商品量值表","人民币","进口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421206/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/632053/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/632087/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/632121/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/632153/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/702180/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/716048/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/725465/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/734051/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/737461/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"10 ","www.customs.gov.cn/customs/302249/302274/302277/302276/747832/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"11 ","www.customs.gov.cn/customs/302249/302274/302277/302276/760907/index.html"
"表14","进口主要商品量值表","美元","进口",2017,"12 ","www.customs.gov.cn/customs/302249/302274/302277/302276/1421314/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310719/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310753/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310787/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310821/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631767/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631801/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631835/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631869/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631903/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631937/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631971/index.html"
"表14","进口主要商品量值表","人民币","进口",2016,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/632005/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310736/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310770/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310804/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310838/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/631784/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/631818/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/631852/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/631886/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/631918/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/631954/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/631988/index.html"
"表14","进口主要商品量值表","美元","进口",2016,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/632020/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"1",NA
"表14","进口主要商品量值表","人民币","进口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310344/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310378/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310412/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310446/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310480/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310515/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310549/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310583/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310636/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310650/index.html"
"表14","进口主要商品量值表","人民币","进口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310685/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"1","www.customs.gov.cn/customs/302249/302274/302277/302276/310325/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"2","www.customs.gov.cn/customs/302249/302274/302277/302276/310359/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"3","www.customs.gov.cn/customs/302249/302274/302277/302276/310395/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"4","www.customs.gov.cn/customs/302249/302274/302277/302276/310429/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"5","www.customs.gov.cn/customs/302249/302274/302277/302276/310463/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310498/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310532/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310565/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310600/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310632/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310666/index.html"
"表14","进口主要商品量值表","美元","进口",2015,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310702/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"1",NA
"表14","进口主要商品量值表","人民币","进口",2014,"2",NA
"表14","进口主要商品量值表","人民币","进口",2014,"3",NA
"表14","进口主要商品量值表","人民币","进口",2014,"4",NA
"表14","进口主要商品量值表","人民币","进口",2014,"5",NA
"表14","进口主要商品量值表","人民币","进口",2014,"6","www.customs.gov.cn/customs/302249/302274/302277/302276/310072/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"7","www.customs.gov.cn/customs/302249/302274/302277/302276/310105/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"8","www.customs.gov.cn/customs/302249/302274/302277/302276/310140/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"9","www.customs.gov.cn/customs/302249/302274/302277/302276/310174/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"10","www.customs.gov.cn/customs/302249/302274/302277/302276/310208/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"11","www.customs.gov.cn/customs/302249/302274/302277/302276/310241/index.html"
"表14","进口主要商品量值表","人民币","进口",2014,"12","www.customs.gov.cn/customs/302249/302274/302277/302276/310276/index.html"
"表14","进口主要商品量值表","美元","进口",2014,"1",NA
