"year","month","type","currency","V0","V1","V2","V3","page"
2010,"12","出口","万美元","北京",105645.7,106389.8,-0.7,30
2010,"12","出口","万美元","天津",91931.8,81849.2,12.3,30
2010,"12","出口","万美元","河北",122954.7,101769,20.8,30
2010,"12","出口","万美元","山西",8347.1,5732.1,45.6,30
2010,"12","出口","万美元","内蒙古",29399.3,23797.7,23.5,30
2010,"12","出口","万美元","辽宁",359030.5,306806.3,17,30
2010,"12","出口","万美元","吉林",103476.2,93793.2,10.3,30
2010,"12","出口","万美元","黑龙江",69620.9,62347.6,11.7,30
2010,"12","出口","万美元","上海",148928.6,121076.2,23,30
2010,"12","出口","万美元","江苏",252184.6,196756.2,28.2,30
2010,"12","出口","万美元","浙江",366675.3,300604.8,22,30
2010,"12","出口","万美元","安徽",68921,50774.2,35.7,30
2010,"12","出口","万美元","福建",495820.3,342250.6,44.9,30
2010,"12","出口","万美元","江西",25809.8,25530.7,1.1,30
2010,"12","出口","万美元","山东",1270540.4,976554.9,30.1,30
2010,"12","出口","万美元","河南",79224.5,50465.1,57,30
2010,"12","出口","万美元","湖北",108514.9,72091.6,50.5,30
2010,"12","出口","万美元","湖南",54140.4,41564.5,30.3,30
2010,"12","出口","万美元","广东",567171.2,488335.5,16.1,30
2010,"12","出口","万美元","广西",95758.8,85783.8,11.6,30
2010,"12","出口","万美元","海南",46501.6,40455.2,14.9,30
2010,"12","出口","万美元","重庆",17001,15788.5,7.7,30
2010,"12","出口","万美元","四川",68184.9,55984.8,21.8,30
2010,"12","出口","万美元","贵州",18508.1,14481,27.8,30
2010,"12","出口","万美元","云南",130733.7,97372.1,34.3,30
2010,"12","出口","万美元","西藏",5880.1,3786.9,55.3,30
2010,"12","出口","万美元","陕西",55813.8,52154.1,7,30
2010,"12","出口","万美元","甘肃",27731.3,23400.6,18.5,30
2010,"12","出口","万美元","青海",1775.2,1075.9,65,30
2010,"12","出口","万美元","宁夏",6848.2,3075.1,122.7,30
2010,"12","出口","万美元","新疆",85244.8,79516.9,7.2,30
2010,"12","进口","万美元","北京",830541.4,513623.5,61.7,31
2010,"12","进口","万美元","天津",342825.8,248902.5,37.7,31
2010,"12","进口","万美元","河北",216231.6,181126.5,19.4,31
2010,"12","进口","万美元","山西",1499.4,777,93,31
2010,"12","进口","万美元","内蒙古",23225.3,10636.7,118.4,31
2010,"12","进口","万美元","辽宁",301943.4,203711.1,48.2,31
2010,"12","进口","万美元","吉林",68691,50689.3,35.5,31
2010,"12","进口","万美元","黑龙江",125528.1,96738.1,29.8,31
2010,"12","进口","万美元","上海",775964.5,618983.8,25.4,31
2010,"12","进口","万美元","江苏",911980.3,665625.1,37,31
2010,"12","进口","万美元","浙江",417259.3,268465.5,55.4,31
2010,"12","进口","万美元","安徽",56439.3,41410.7,36.3,31
2010,"12","进口","万美元","福建",327404,261801.3,25.1,31
2010,"12","进口","万美元","江西",2011.6,655.1,207.1,31
2010,"12","进口","万美元","山东",1236290.8,838906,47.4,31
2010,"12","进口","万美元","河南",112189.3,78536.4,42.9,31
2010,"12","进口","万美元","湖北",23340.5,18021.3,29.5,31
2010,"12","进口","万美元","湖南",18726.7,20522.7,-8.8,31
2010,"12","进口","万美元","广东",978964.8,799304,22.5,31
2010,"12","进口","万美元","广西",186821.7,172879.2,8.1,31
2010,"12","进口","万美元","海南",7622.4,7849.9,-2.9,31
2010,"12","进口","万美元","重庆",27810.7,27667.9,0.5,31
2010,"12","进口","万美元","四川",28976.3,20132.6,43.9,31
2010,"12","进口","万美元","贵州",55.3,55.4,-0.3,31
2010,"12","进口","万美元","云南",108454.6,48274.3,124.7,31
2010,"12","进口","万美元","西藏",34.2,348.2,-90.2,31
2010,"12","进口","万美元","陕西",10913.5,2848.7,283.1,31
2010,"12","进口","万美元","甘肃",1278.7,1137.3,12.4,31
2010,"12","进口","万美元","青海",17.1,13.6,26.1,31
2010,"12","进口","万美元","宁夏",58.4,160.1,-63.5,31
2010,"12","进口","万美元","新疆",47270.9,17740.7,166.5,31
