"year","month","type","currency","V0","V1","V2","V3","page"
2002,"08","出口","美元","北京",491500876,452492233,8.6,8
2002,"08","出口","美元","天津",216852125,240448846,-9.8,8
2002,"08","出口","美元","河北",306876247,261938633,17.2,8
2002,"08","出口","美元","山西",59962382,30366555,97.5,8
2002,"08","出口","美元","内蒙古",137116385,60168128,127.9,8
2002,"08","出口","美元","辽宁",826759725,687707336,20.2,8
2002,"08","出口","美元","吉林",567054049,429694557,32,8
2002,"08","出口","美元","黑龙江",252061397,216443905,16.5,8
2002,"08","出口","美元","上海",398642378,387365122,2.9,8
2002,"08","出口","美元","江苏",426273853,419363721,1.6,8
2002,"08","出口","美元","浙江",960020391,1010713715,-5,8
2002,"08","出口","美元","安徽",142221081,156810023,-9.3,8
2002,"08","出口","美元","福建",898713394,849196131,5.8,8
2002,"08","出口","美元","江西",70271333,101647595,-30.9,8
2002,"08","出口","美元","山东",2347769336,2116052595,11,8
2002,"08","出口","美元","河南",138077176,133327876,3.6,8
2002,"08","出口","美元","湖北",101937601,93488693,9,8
2002,"08","出口","美元","湖南",100401732,100037325,0.4,8
2002,"08","出口","美元","广东",1658964010,1450710772,14.4,8
2002,"08","出口","美元","广西",126412302,97724214,29.4,8
2002,"08","出口","美元","海南",61599001,58603644,5.1,8
2002,"08","出口","美元","重庆",47486027,46012848,3.2,8
2002,"08","出口","美元","四川",171397468,159752396,7.3,8
2002,"08","出口","美元","贵州",35438218,30978491,14.4,8
2002,"08","出口","美元","云南",188415866,158231230,19.1,8
2002,"08","出口","美元","西藏",2641792,3170295,-16.7,8
2002,"08","出口","美元","陕西",66592546,71638172,-7,8
2002,"08","出口","美元","甘肃",28720255,25015281,14.8,8
2002,"08","出口","美元","青海",4312552,3612920,19.4,8
2002,"08","出口","美元","宁夏",8218116,6283564,30.8,8
2002,"08","出口","美元","新疆",189282318,128499967,47.3,8
