X1,X2,X3,X4,X5,href
27,3750,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十六)(7146字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760286&cs=11403551&str=自部分国家+进口商品类章+海关统计
28,3749,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十五)(7283字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760285&cs=10455044&str=自部分国家+进口商品类章+海关统计
29,3748,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十四)(7449字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760284&cs=5440366&str=自部分国家+进口商品类章+海关统计
30,3747,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十三)(7726字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760283&cs=3727122&str=自部分国家+进口商品类章+海关统计
31,3746,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十二)(7540字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760282&cs=2288760&str=自部分国家+进口商品类章+海关统计
32,3745,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十一)(7613字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760281&cs=8444289&str=自部分国家+进口商品类章+海关统计
33,3744,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十)(8312字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760280&cs=4518243&str=自部分国家+进口商品类章+海关统计
34,3743,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(九)(8479字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760279&cs=12239812&str=自部分国家+进口商品类章+海关统计
35,3742,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(八)(7682字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760278&cs=8369086&str=自部分国家+进口商品类章+海关统计
36,3741,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(七)(7718字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760277&cs=1688174&str=自部分国家+进口商品类章+海关统计
37,3740,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(六)(7509字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760276&cs=11308682&str=自部分国家+进口商品类章+海关统计
38,3739,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(五)(7793字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760275&cs=9294756&str=自部分国家+进口商品类章+海关统计
39,3738,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(四)(7588字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760274&cs=8070707&str=自部分国家+进口商品类章+海关统计
40,3737,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(三)(7901字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760273&cs=1128534&str=自部分国家+进口商品类章+海关统计
41,3736,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(二)(7575字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760272&cs=4744633&str=自部分国家+进口商品类章+海关统计
42,3735,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(一)(7788字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760271&cs=9096426&str=自部分国家+进口商品类章+海关统计
43,3734,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(二十二)(7413字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760184&cs=11764388&str=自部分国家+进口商品类章+海关统计
44,3733,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(二十一)(7700字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760183&cs=16560924&str=自部分国家+进口商品类章+海关统计
45,3732,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(二十)(7059字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760182&cs=2573656&str=自部分国家+进口商品类章+海关统计
46,3731,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十九)(7421字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760181&cs=16541422&str=自部分国家+进口商品类章+海关统计
47,3730,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十八)(7714字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760180&cs=11261297&str=自部分国家+进口商品类章+海关统计
48,3729,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十七)(7765字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760179&cs=10538724&str=自部分国家+进口商品类章+海关统计
49,3728,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十六)(7132字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760178&cs=2746121&str=自部分国家+进口商品类章+海关统计
50,3727,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十五)(7215字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760177&cs=15995069&str=自部分国家+进口商品类章+海关统计
1,3726,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十四)(7443字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760176&cs=15747628&str=自部分国家+进口商品类章+海关统计
2,3725,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十三)(7717字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760175&cs=270749&str=自部分国家+进口商品类章+海关统计
3,3724,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十二)(7345字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760174&cs=14969841&str=自部分国家+进口商品类章+海关统计
4,3723,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十一)(7606字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760173&cs=11562983&str=自部分国家+进口商品类章+海关统计
5,3722,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(十)(8311字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760172&cs=3395465&str=自部分国家+进口商品类章+海关统计
6,3721,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(九)(8344字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760171&cs=9184306&str=自部分国家+进口商品类章+海关统计
7,3720,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(八)(7494字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760170&cs=14626467&str=自部分国家+进口商品类章+海关统计
8,3719,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(七)(7784字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760169&cs=11104466&str=自部分国家+进口商品类章+海关统计
9,3718,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(六)(7384字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760168&cs=3794819&str=自部分国家+进口商品类章+海关统计
10,3717,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(五)(7664字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760167&cs=5339272&str=自部分国家+进口商品类章+海关统计
11,3716,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(四)(7575字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760166&cs=10096976&str=自部分国家+进口商品类章+海关统计
12,3715,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(三)(7893字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760165&cs=12540522&str=自部分国家+进口商品类章+海关统计
13,3714,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(二)(7569字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760164&cs=10397278&str=自部分国家+进口商品类章+海关统计
14,3713,20171130,中国2017年1-11月自部分国家(地区)进口商品类章金额统计(一)(7722字),精讯数据,/IrisBin/Text.dll?db=TJ&no=760163&cs=9130585&str=自部分国家+进口商品类章+海关统计
15,3712,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十二)(7438字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759877&cs=1839483&str=自部分国家+进口商品类章+海关统计
16,3711,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十一)(7825字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759876&cs=14176278&str=自部分国家+进口商品类章+海关统计
17,3710,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十)(7125字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759875&cs=16322654&str=自部分国家+进口商品类章+海关统计
18,3709,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十九)(7425字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759874&cs=16720567&str=自部分国家+进口商品类章+海关统计
19,3708,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十八)(7726字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759873&cs=11797387&str=自部分国家+进口商品类章+海关统计
20,3707,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十七)(7769字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759872&cs=8395369&str=自部分国家+进口商品类章+海关统计
21,3706,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十六)(7140字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759871&cs=1886857&str=自部分国家+进口商品类章+海关统计
22,3705,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十五)(7220字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759870&cs=3050139&str=自部分国家+进口商品类章+海关统计
23,3704,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十四)(7445字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759869&cs=16680890&str=自部分国家+进口商品类章+海关统计
24,3703,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十三)(7724字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759868&cs=9378314&str=自部分国家+进口商品类章+海关统计
25,3702,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十二)(7474字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759867&cs=6351575&str=自部分国家+进口商品类章+海关统计
26,3701,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十一)(7606字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759866&cs=16194955&str=自部分国家+进口商品类章+海关统计
27,3700,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十)(8310字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759865&cs=8641453&str=自部分国家+进口商品类章+海关统计
28,3699,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(九)(8381字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759864&cs=12095752&str=自部分国家+进口商品类章+海关统计
29,3698,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(八)(7616字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759863&cs=12053195&str=自部分国家+进口商品类章+海关统计
30,3697,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(七)(7728字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759862&cs=1480856&str=自部分国家+进口商品类章+海关统计
31,3696,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(六)(7506字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759861&cs=12836192&str=自部分国家+进口商品类章+海关统计
32,3695,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(五)(7729字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759860&cs=6266953&str=自部分国家+进口商品类章+海关统计
33,3694,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(四)(7584字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759859&cs=12826547&str=自部分国家+进口商品类章+海关统计
34,3693,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(三)(7899字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759858&cs=10272819&str=自部分国家+进口商品类章+海关统计
35,3692,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二)(7573字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759857&cs=3108238&str=自部分国家+进口商品类章+海关统计
36,3691,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(一)(7784字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759856&cs=1582597&str=自部分国家+进口商品类章+海关统计
37,3690,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十二)(7429字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759769&cs=7684119&str=自部分国家+进口商品类章+海关统计
38,3689,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十一)(7696字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759768&cs=16061502&str=自部分国家+进口商品类章+海关统计
39,3688,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二十)(7058字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759767&cs=14776535&str=自部分国家+进口商品类章+海关统计
40,3687,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十九)(7420字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759766&cs=9872937&str=自部分国家+进口商品类章+海关统计
41,3686,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十八)(7718字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759765&cs=12053395&str=自部分国家+进口商品类章+海关统计
42,3685,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十七)(7758字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759764&cs=14425459&str=自部分国家+进口商品类章+海关统计
43,3684,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十六)(7132字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759763&cs=8718841&str=自部分国家+进口商品类章+海关统计
44,3683,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十五)(7209字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759762&cs=14303107&str=自部分国家+进口商品类章+海关统计
45,3682,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十四)(7442字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759761&cs=6094128&str=自部分国家+进口商品类章+海关统计
46,3681,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十三)(7656字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759760&cs=7745670&str=自部分国家+进口商品类章+海关统计
47,3680,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十二)(7342字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759759&cs=16349338&str=自部分国家+进口商品类章+海关统计
48,3679,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十一)(7604字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759758&cs=3125178&str=自部分国家+进口商品类章+海关统计
49,3678,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(十)(8310字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759757&cs=380890&str=自部分国家+进口商品类章+海关统计
50,3677,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(九)(8343字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759756&cs=16487586&str=自部分国家+进口商品类章+海关统计
1,3676,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(八)(7365字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759755&cs=10518104&str=自部分国家+进口商品类章+海关统计
2,3675,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(七)(7659字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759754&cs=10403063&str=自部分国家+进口商品类章+海关统计
3,3674,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(六)(7381字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759753&cs=2999743&str=自部分国家+进口商品类章+海关统计
4,3673,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(五)(7664字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759752&cs=12330136&str=自部分国家+进口商品类章+海关统计
5,3672,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(四)(7510字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759751&cs=5519345&str=自部分国家+进口商品类章+海关统计
6,3671,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(三)(7767字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759750&cs=11438340&str=自部分国家+进口商品类章+海关统计
7,3670,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(二)(7563字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759749&cs=3587581&str=自部分国家+进口商品类章+海关统计
8,3669,20171031,中国2017年1-10月自部分国家(地区)进口商品类章金额统计(一)(7657字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759748&cs=4378524&str=自部分国家+进口商品类章+海关统计
9,3668,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十二)(7370字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759197&cs=4845432&str=自部分国家+进口商品类章+海关统计
10,3667,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十一)(7820字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759196&cs=2476683&str=自部分国家+进口商品类章+海关统计
11,3666,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十)(6872字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759195&cs=10471591&str=自部分国家+进口商品类章+海关统计
12,3665,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十九)(7418字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759194&cs=2744683&str=自部分国家+进口商品类章+海关统计
13,3664,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十八)(7659字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759193&cs=4105541&str=自部分国家+进口商品类章+海关统计
14,3663,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十七)(7763字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759192&cs=3592096&str=自部分国家+进口商品类章+海关统计
15,3662,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十六)(7192字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759191&cs=9481489&str=自部分国家+进口商品类章+海关统计
16,3661,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十五)(7277字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759190&cs=5920654&str=自部分国家+进口商品类章+海关统计
17,3660,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十四)(7439字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759189&cs=14682265&str=自部分国家+进口商品类章+海关统计
18,3659,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十三)(7717字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759188&cs=9045029&str=自部分国家+进口商品类章+海关统计
19,3658,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十二)(7406字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759187&cs=12315628&str=自部分国家+进口商品类章+海关统计
20,3657,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十一)(7601字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759186&cs=9249366&str=自部分国家+进口商品类章+海关统计
21,3656,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十)(8244字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759185&cs=10587104&str=自部分国家+进口商品类章+海关统计
22,3655,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(九)(8407字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759184&cs=12048299&str=自部分国家+进口商品类章+海关统计
23,3654,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(八)(7612字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759183&cs=13909119&str=自部分国家+进口商品类章+海关统计
24,3653,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(七)(7689字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759182&cs=6334813&str=自部分国家+进口商品类章+海关统计
25,3652,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(六)(7440字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759181&cs=14869679&str=自部分国家+进口商品类章+海关统计
26,3651,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(五)(7785字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759180&cs=10064494&str=自部分国家+进口商品类章+海关统计
27,3650,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(四)(7207字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759179&cs=632944&str=自部分国家+进口商品类章+海关统计
28,3649,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(三)(7583字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759178&cs=11147723&str=自部分国家+进口商品类章+海关统计
29,3648,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二)(7383字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759177&cs=4045122&str=自部分国家+进口商品类章+海关统计
30,3647,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(一)(7658字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759176&cs=3617448&str=自部分国家+进口商品类章+海关统计
31,3646,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十二)(7361字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759089&cs=11493238&str=自部分国家+进口商品类章+海关统计
32,3645,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十一)(7690字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759088&cs=11197410&str=自部分国家+进口商品类章+海关统计
33,3644,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二十)(6868字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759087&cs=2108205&str=自部分国家+进口商品类章+海关统计
34,3643,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十九)(7413字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759086&cs=929895&str=自部分国家+进口商品类章+海关统计
35,3642,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十八)(7648字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759085&cs=7612046&str=自部分国家+进口商品类章+海关统计
36,3641,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十七)(7688字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759084&cs=13730625&str=自部分国家+进口商品类章+海关统计
37,3640,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十六)(7067字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759083&cs=7469272&str=自部分国家+进口商品类章+海关统计
38,3639,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十五)(7201字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759082&cs=856915&str=自部分国家+进口商品类章+海关统计
39,3638,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十四)(7438字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759081&cs=6489623&str=自部分国家+进口商品类章+海关统计
40,3637,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十三)(7711字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759080&cs=12935924&str=自部分国家+进口商品类章+海关统计
41,3636,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十二)(7275字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759079&cs=3855939&str=自部分国家+进口商品类章+海关统计
42,3635,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十一)(7599字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759078&cs=14634274&str=自部分国家+进口商品类章+海关统计
43,3634,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(十)(8118字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759077&cs=15131565&str=自部分国家+进口商品类章+海关统计
44,3633,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(九)(8339字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759076&cs=4854523&str=自部分国家+进口商品类章+海关统计
45,3632,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(八)(7410字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759075&cs=13182076&str=自部分国家+进口商品类章+海关统计
46,3631,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(七)(7654字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759074&cs=3854393&str=自部分国家+进口商品类章+海关统计
47,3630,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(六)(7254字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759073&cs=3999111&str=自部分国家+进口商品类章+海关统计
48,3629,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(五)(7535字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759072&cs=12200815&str=自部分国家+进口商品类章+海关统计
49,3628,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(四)(7134字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759071&cs=16316482&str=自部分国家+进口商品类章+海关统计
50,3627,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(三)(7454字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759070&cs=9642224&str=自部分国家+进口商品类章+海关统计
1,3626,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(二)(7312字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759069&cs=6074993&str=自部分国家+进口商品类章+海关统计
2,3625,20170930,中国2017年1-9月自部分国家(地区)进口商品类章金额统计(一)(7527字),精讯数据,/IrisBin/Text.dll?db=TJ&no=759068&cs=14342572&str=自部分国家+进口商品类章+海关统计
3,3624,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(二十二)(7364字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758608&cs=7588939&str=自部分国家+进口商品类章+海关统计
4,3623,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(二十一)(7814字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758607&cs=2176598&str=自部分国家+进口商品类章+海关统计
5,3622,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(二十)(6871字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758606&cs=8629619&str=自部分国家+进口商品类章+海关统计
6,3621,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十九)(7413字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758605&cs=362847&str=自部分国家+进口商品类章+海关统计
7,3620,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十八)(7594字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758604&cs=16736200&str=自部分国家+进口商品类章+海关统计
8,3619,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十七)(7755字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758603&cs=7658036&str=自部分国家+进口商品类章+海关统计
9,3618,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十六)(7065字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758602&cs=4960919&str=自部分国家+进口商品类章+海关统计
10,3617,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十五)(7270字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758601&cs=12885398&str=自部分国家+进口商品类章+海关统计
11,3616,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十四)(9650字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758600&cs=1611636&str=自部分国家+进口商品类章+海关统计
12,3615,20170831,中国2017年1-8月自部分国家(地区)进口商品类章金额统计(十三)(8189字),精讯数据,/IrisBin/Text.dll?db=TJ&no=758599&cs=14071927&str=自部分国家+进口商品类章+海关统计
