"year","month","currency","cat","country","period","value","files"
2013,"12","千美元","总值","缅甸","A",621476,"2013-12-c62-t01.html"
2013,"12","千美元","第1类","缅甸","A",4130,"2013-12-c62-t01.html"
2013,"12","千美元","01章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","02章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","03章","缅甸","A",4130,"2013-12-c62-t01.html"
2013,"12","千美元","04章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","05章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","第2类","缅甸","A",22327,"2013-12-c62-t01.html"
2013,"12","千美元","06章","缅甸","A",3,"2013-12-c62-t01.html"
2013,"12","千美元","07章","缅甸","A",3467,"2013-12-c62-t01.html"
2013,"12","千美元","08章","缅甸","A",1457,"2013-12-c62-t01.html"
2013,"12","千美元","09章","缅甸","A",318,"2013-12-c62-t01.html"
2013,"12","千美元","10章","缅甸","A",6380,"2013-12-c62-t01.html"
2013,"12","千美元","11章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","12章","缅甸","A",10620,"2013-12-c62-t01.html"
2013,"12","千美元","13章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","14章","缅甸","A",82,"2013-12-c62-t01.html"
2013,"12","千美元","第3类","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","15章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","第4类","缅甸","A",175,"2013-12-c62-t01.html"
2013,"12","千美元","16章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","17章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","18章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","19章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","20章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","21章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","22章","缅甸","A",84,"2013-12-c62-t01.html"
2013,"12","千美元","23章","缅甸","A",90,"2013-12-c62-t01.html"
2013,"12","千美元","24章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","31章","缅甸","A",NA,"2013-12-c62-t01.html"
2013,"12","千美元","总值","缅甸","B",2810472,"2013-12-c62-t01.html"
