"year","month","currency","cat","country","period","value","files"
2004,"04","千美元","总值","缅甸","A",23286,"2004-04-c45-t01.html"
2004,"04","千美元","第1类","缅甸","A",382,"2004-04-c45-t01.html"
2004,"04","千美元","01章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","02章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","03章","缅甸","A",363,"2004-04-c45-t01.html"
2004,"04","千美元","04章","缅甸","A",12,"2004-04-c45-t01.html"
2004,"04","千美元","05章","缅甸","A",7,"2004-04-c45-t01.html"
2004,"04","千美元","第2类","缅甸","A",971,"2004-04-c45-t01.html"
2004,"04","千美元","06章","缅甸","A",3,"2004-04-c45-t01.html"
2004,"04","千美元","07章","缅甸","A",299,"2004-04-c45-t01.html"
2004,"04","千美元","08章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","09章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","10章","缅甸","A",2,"2004-04-c45-t01.html"
2004,"04","千美元","11章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","12章","缅甸","A",485,"2004-04-c45-t01.html"
2004,"04","千美元","13章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","14章","缅甸","A",182,"2004-04-c45-t01.html"
2004,"04","千美元","第3类","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","15章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","第4类","缅甸","A",105,"2004-04-c45-t01.html"
2004,"04","千美元","16章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","17章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","18章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","19章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","20章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","21章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","22章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","23章","缅甸","A",105,"2004-04-c45-t01.html"
2004,"04","千美元","24章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","31章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","50章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","51章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","52章","缅甸","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","总值","缅甸","B",82244,"2004-04-c45-t01.html"
2004,"04","千美元","第1类","缅甸","B",1780,"2004-04-c45-t01.html"
2004,"04","千美元","01章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","02章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","03章","缅甸","B",1755,"2004-04-c45-t01.html"
2004,"04","千美元","04章","缅甸","B",15,"2004-04-c45-t01.html"
2004,"04","千美元","05章","缅甸","B",11,"2004-04-c45-t01.html"
2004,"04","千美元","第2类","缅甸","B",9149,"2004-04-c45-t01.html"
2004,"04","千美元","06章","缅甸","B",11,"2004-04-c45-t01.html"
2004,"04","千美元","07章","缅甸","B",429,"2004-04-c45-t01.html"
2004,"04","千美元","08章","缅甸","B",1291,"2004-04-c45-t01.html"
2004,"04","千美元","09章","缅甸","B",55,"2004-04-c45-t01.html"
2004,"04","千美元","10章","缅甸","B",134,"2004-04-c45-t01.html"
2004,"04","千美元","11章","缅甸","B",19,"2004-04-c45-t01.html"
2004,"04","千美元","12章","缅甸","B",6422,"2004-04-c45-t01.html"
2004,"04","千美元","13章","缅甸","B",169,"2004-04-c45-t01.html"
2004,"04","千美元","14章","缅甸","B",620,"2004-04-c45-t01.html"
2004,"04","千美元","第3类","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","15章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","第4类","缅甸","B",387,"2004-04-c45-t01.html"
2004,"04","千美元","16章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","17章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","18章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","19章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","20章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","21章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","22章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","23章","缅甸","B",387,"2004-04-c45-t01.html"
2004,"04","千美元","24章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","31章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","50章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","51章","缅甸","B",161,"2004-04-c45-t01.html"
2004,"04","千美元","52章","缅甸","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","总值","朝鲜","A",30496,"2004-04-c45-t01.html"
2004,"04","千美元","第1类","朝鲜","A",8270,"2004-04-c45-t01.html"
2004,"04","千美元","01章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","02章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","03章","朝鲜","A",8246,"2004-04-c45-t01.html"
2004,"04","千美元","04章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","05章","朝鲜","A",24,"2004-04-c45-t01.html"
2004,"04","千美元","第2类","朝鲜","A",861,"2004-04-c45-t01.html"
2004,"04","千美元","06章","朝鲜","A",1,"2004-04-c45-t01.html"
2004,"04","千美元","07章","朝鲜","A",11,"2004-04-c45-t01.html"
2004,"04","千美元","08章","朝鲜","A",284,"2004-04-c45-t01.html"
2004,"04","千美元","09章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","10章","朝鲜","A",2,"2004-04-c45-t01.html"
2004,"04","千美元","11章","朝鲜","A",19,"2004-04-c45-t01.html"
2004,"04","千美元","12章","朝鲜","A",540,"2004-04-c45-t01.html"
2004,"04","千美元","13章","朝鲜","A",5,"2004-04-c45-t01.html"
2004,"04","千美元","14章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","第3类","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","15章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","第4类","朝鲜","A",13,"2004-04-c45-t01.html"
2004,"04","千美元","16章","朝鲜","A",5,"2004-04-c45-t01.html"
2004,"04","千美元","17章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","18章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","19章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","20章","朝鲜","A",8,"2004-04-c45-t01.html"
2004,"04","千美元","21章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","22章","朝鲜","A",0,"2004-04-c45-t01.html"
2004,"04","千美元","23章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","24章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","31章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","50章","朝鲜","A",246,"2004-04-c45-t01.html"
2004,"04","千美元","51章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","52章","朝鲜","A",NA,"2004-04-c45-t01.html"
2004,"04","千美元","总值","朝鲜","B",99176,"2004-04-c45-t01.html"
2004,"04","千美元","第1类","朝鲜","B",18532,"2004-04-c45-t01.html"
2004,"04","千美元","01章","朝鲜","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","02章","朝鲜","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","03章","朝鲜","B",18487,"2004-04-c45-t01.html"
2004,"04","千美元","04章","朝鲜","B",NA,"2004-04-c45-t01.html"
2004,"04","千美元","05章","朝鲜","B",45,"2004-04-c45-t01.html"
2004,"04","千美元","第2类","朝鲜","B",4668,"2004-04-c45-t01.html"
2004,"04","千美元","06章","朝鲜","B",2,"2004-04-c45-t01.html"
2004,"04","千美元","07章","朝鲜","B",357,"2004-04-c45-t01.html"
2004,"04","千美元","08章","朝鲜","B",2524,"2004-04-c45-t01.html"
2004,"04","千美元","09章","朝鲜","B",3,"2004-04-c45-t01.html"
2004,"04","千美元","10章","朝鲜","B",7,"2004-04-c45-t01.html"
2004,"04","千美元","11章","朝鲜","B",19,"2004-04-c45-t01.html"
2004,"04","千美元","12章","朝鲜","B",1750,"2004-04-c45-t01.html"
2004,"04","千美元","13章","朝鲜","B",5,"2004-04-c45-t01.html"
2004,"04","千美元","14章","朝鲜","B",NA,"2004-04-c45-t01.html"
