"year","month","type","currency","V0","V1","V2","V3"
2011,"07","出口","万美元","北京",73462.5,59103.7,24.3
2011,"07","出口","万美元","天津",61071.5,53144.8,14.9
2011,"07","出口","万美元","河北",82324,66459.3,23.9
2011,"07","出口","万美元","山西",5646.4,4732.1,19.3
2011,"07","出口","万美元","内蒙古",18148.2,18119,0.2
2011,"07","出口","万美元","辽宁",253475.6,189531.6,33.7
2011,"07","出口","万美元","吉林",70693.3,57845.5,22.2
2011,"07","出口","万美元","黑龙江",48516.9,39950.3,21.4
2011,"07","出口","万美元","上海",96512,81084.7,19
2011,"07","出口","万美元","江苏",165660.5,139091.2,19.1
2011,"07","出口","万美元","浙江",253689.8,202851,25.1
2011,"07","出口","万美元","安徽",45189.3,34987.1,29.2
2011,"07","出口","万美元","福建",369389.6,262859,40.5
2011,"07","出口","万美元","江西",14859.2,14493.9,2.5
2011,"07","出口","万美元","山东",879147.2,655801.6,34.1
2011,"07","出口","万美元","河南",59588.2,40094.1,48.6
2011,"07","出口","万美元","湖北",73321.1,52092.5,40.8
2011,"07","出口","万美元","湖南",35560.3,29001.3,22.6
2011,"07","出口","万美元","广东",352272.8,283825.9,24.1
2011,"07","出口","万美元","广西",57392.3,46246.1,24.1
2011,"07","出口","万美元","海南",31067.3,25624,21.2
2011,"07","出口","万美元","重庆",11512.1,9070,26.9
2011,"07","出口","万美元","四川",46891.1,37324.3,25.6
2011,"07","出口","万美元","贵州",11709.5,10153.7,15.3
2011,"07","出口","万美元","云南",85148.1,71649.4,18.8
2011,"07","出口","万美元","西藏",2394.3,3572.7,-33
2011,"07","出口","万美元","陕西",42152.7,29927.3,40.9
2011,"07","出口","万美元","甘肃",16475.9,13026.2,26.5
2011,"07","出口","万美元","青海",1387.1,812,70.8
2011,"07","出口","万美元","宁夏",4612.1,3675,25.5
2011,"07","出口","万美元","新疆",52408.3,45563.9,15
2011,"07","进口","万美元","北京",568843,443788.6,28.2
2011,"07","进口","万美元","天津",240355.8,195766.6,22.8
2011,"07","进口","万美元","河北",146922,118485.4,24
2011,"07","进口","万美元","山西",566.4,808,-29.9
2011,"07","进口","万美元","内蒙古",22191.2,11180.9,98.5
2011,"07","进口","万美元","辽宁",231165.5,153578.6,50.5
2011,"07","进口","万美元","吉林",39311.2,45675.5,-13.9
2011,"07","进口","万美元","黑龙江",79660.7,68861.5,15.7
2011,"07","进口","万美元","上海",502992.3,427766.5,17.6
2011,"07","进口","万美元","江苏",603839.5,501972,20.3
2011,"07","进口","万美元","浙江",316409.1,232423.4,36.1
2011,"07","进口","万美元","安徽",42873.4,30160.3,42.2
2011,"07","进口","万美元","福建",223691.2,176311.5,26.9
2011,"07","进口","万美元","江西",2824,765.3,269
2011,"07","进口","万美元","山东",961696.4,666629.7,44.3
2011,"07","进口","万美元","河南",72339.4,56011.5,29.2
2011,"07","进口","万美元","湖北",12308.9,10371.6,18.7
2011,"07","进口","万美元","湖南",11361.7,10837.8,4.8
2011,"07","进口","万美元","广东",651170.6,513580.7,26.8
2011,"07","进口","万美元","广西",133079.2,98808.9,34.7
2011,"07","进口","万美元","海南",9481.1,3507.2,170.3
2011,"07","进口","万美元","重庆",18802.7,16956.4,10.9
2011,"07","进口","万美元","四川",18311.9,17216.3,6.4
2011,"07","进口","万美元","贵州",36.9,36.6,0.7
2011,"07","进口","万美元","云南",67009.2,54666.3,22.6
2011,"07","进口","万美元","西藏",22.4,29.8,-25
2011,"07","进口","万美元","陕西",7048.3,4212.3,67.3
2011,"07","进口","万美元","甘肃",678.2,663.2,2.3
2011,"07","进口","万美元","青海",53.8,3.6,1401.2
2011,"07","进口","万美元","宁夏",9.5,NA,NA
2011,"07","进口","万美元","新疆",25939.6,21543.1,20.4
