"year","month","type","currency","V0","V1","V2","V3"
2010,"01","出口","万美元","北京",11183.3,8552.7,30.8
2010,"01","出口","万美元","天津",8414.1,5973.4,40.9
2010,"01","出口","万美元","河北",9499.6,7415.9,28.1
2010,"01","出口","万美元","山西",863.9,432,100
2010,"01","出口","万美元","内蒙古",2914.1,2218.3,31.4
2010,"01","出口","万美元","辽宁",35054.5,31325.3,11.9
2010,"01","出口","万美元","吉林",8776.9,7662.6,14.5
2010,"01","出口","万美元","黑龙江",5592.7,7134.7,-21.6
2010,"01","出口","万美元","上海",11619.6,8279.3,40.3
2010,"01","出口","万美元","江苏",18381.9,12979.2,41.6
2010,"01","出口","万美元","浙江",28353.8,25656.6,10.5
2010,"01","出口","万美元","安徽",5180.9,3622.4,43
2010,"01","出口","万美元","福建",41596.3,29007.2,43.4
2010,"01","出口","万美元","江西",1520,1570.2,-3.2
2010,"01","出口","万美元","山东",94584.3,80027.3,18.2
2010,"01","出口","万美元","河南",5395.3,3140.5,71.8
2010,"01","出口","万美元","湖北",7253.9,4544.3,59.6
2010,"01","出口","万美元","湖南",4233.9,2746,54.2
2010,"01","出口","万美元","广东",40304.9,34320.8,17.4
2010,"01","出口","万美元","广西",8186.1,7363.5,11.2
2010,"01","出口","万美元","海南",3859.8,3110,24.1
2010,"01","出口","万美元","重庆",1255.6,1174.1,6.9
2010,"01","出口","万美元","四川",4354.6,4349.1,0.1
2010,"01","出口","万美元","贵州",905.1,560.1,61.6
2010,"01","出口","万美元","云南",7680.3,5645.6,36
2010,"01","出口","万美元","西藏",203.1,132.1,53.7
2010,"01","出口","万美元","陕西",3645.5,4896,-25.5
2010,"01","出口","万美元","甘肃",2843.5,1662.1,71.1
2010,"01","出口","万美元","青海",80.1,116.9,-31.5
2010,"01","出口","万美元","宁夏",384.7,170.8,125.2
2010,"01","出口","万美元","新疆",9368.5,8924.7,5
2010,"01","进口","万美元","北京",40006,18958.7,111
2010,"01","进口","万美元","天津",31993.9,11818.3,170.7
2010,"01","进口","万美元","河北",14792.2,14336.6,3.2
2010,"01","进口","万美元","山西",122.3,8.8,1290.3
2010,"01","进口","万美元","内蒙古",892.1,385.7,131.3
2010,"01","进口","万美元","辽宁",17986.3,9733.3,84.8
2010,"01","进口","万美元","吉林",9180,4778.2,92.1
2010,"01","进口","万美元","黑龙江",11341.9,8434.4,34.5
2010,"01","进口","万美元","上海",63144.1,41160.6,53.4
2010,"01","进口","万美元","江苏",66129.6,30055.5,120
2010,"01","进口","万美元","浙江",37607.1,14900.3,152.4
2010,"01","进口","万美元","安徽",4908.4,2301.5,113.3
2010,"01","进口","万美元","福建",25547.2,12493,104.5
2010,"01","进口","万美元","江西",154.7,7.9,1867.7
2010,"01","进口","万美元","山东",87148.7,45162.7,93
2010,"01","进口","万美元","河南",7323.7,4681.4,56.4
2010,"01","进口","万美元","湖北",778.4,1002.8,-22.4
2010,"01","进口","万美元","湖南",1407.1,2101.3,-33
2010,"01","进口","万美元","广东",82650.3,50568.9,63.4
2010,"01","进口","万美元","广西",15935,11628.2,37
2010,"01","进口","万美元","海南",511.2,878.7,-41.8
2010,"01","进口","万美元","重庆",2236.5,376,494.8
2010,"01","进口","万美元","四川",2132.8,468.8,354.9
2010,"01","进口","万美元","贵州",NA,NA,NA
2010,"01","进口","万美元","云南",4973.7,2653.6,87.4
2010,"01","进口","万美元","西藏",6.5,14.6,-55.3
2010,"01","进口","万美元","陕西",372.9,320.3,16.4
2010,"01","进口","万美元","甘肃",90.2,112.6,-19.9
2010,"01","进口","万美元","青海",NA,NA,NA
2010,"01","进口","万美元","宁夏",NA,79.9,NA
2010,"01","进口","万美元","新疆",2007.2,664.3,202.2
