"year","month","type","currency","V0","V1","V2","V3"
2012,"04","出口","万美元","北京",45776.7,41314.4,10.8
2012,"04","出口","万美元","天津",33788.7,34896.7,-3.2
2012,"04","出口","万美元","河北",45344.7,46486.5,-2.5
2012,"04","出口","万美元","山西",3813,3145.7,21.2
2012,"04","出口","万美元","内蒙古",14322.9,11205,27.8
2012,"04","出口","万美元","辽宁",156949.8,141631.5,10.8
2012,"04","出口","万美元","吉林",39263.9,39896.6,-1.6
2012,"04","出口","万美元","黑龙江",28283.2,26824.2,5.4
2012,"04","出口","万美元","上海",56438.1,53422.7,5.6
2012,"04","出口","万美元","江苏",88457.2,91069.8,-2.9
2012,"04","出口","万美元","浙江",152300.7,143950.5,5.8
2012,"04","出口","万美元","安徽",28844.4,25208.7,14.4
2012,"04","出口","万美元","福建",237122.6,213378.9,11.1
2012,"04","出口","万美元","江西",11747.2,8269.6,42.1
2012,"04","出口","万美元","山东",459954.8,497947.1,-7.6
2012,"04","出口","万美元","河南",32470.6,34325.2,-5.4
2012,"04","出口","万美元","湖北",34814.4,37438.3,-7
2012,"04","出口","万美元","湖南",20318.5,19357.4,5
2012,"04","出口","万美元","广东",219361.6,193309,13.5
2012,"04","出口","万美元","广西",39067.5,31782.9,22.9
2012,"04","出口","万美元","海南",18849.6,18412.1,2.4
2012,"04","出口","万美元","重庆",6798.3,6322.4,7.5
2012,"04","出口","万美元","四川",23334.6,25587,-8.8
2012,"04","出口","万美元","贵州",7725.8,4044.9,91
2012,"04","出口","万美元","云南",51033.6,44520.7,14.6
2012,"04","出口","万美元","西藏",1195.3,1312.4,-8.9
2012,"04","出口","万美元","陕西",23250.4,25743.3,-9.7
2012,"04","出口","万美元","甘肃",15208.3,11118.5,36.8
2012,"04","出口","万美元","青海",768.2,661.4,16.1
2012,"04","出口","万美元","宁夏",2620,3339.7,-21.6
2012,"04","出口","万美元","新疆",28119,31900.8,-11.9
2012,"04","进口","万美元","北京",599097.9,277286,116.1
2012,"04","进口","万美元","天津",168596.8,120964.3,39.4
2012,"04","进口","万美元","河北",86282.9,75719.4,14
2012,"04","进口","万美元","山西",494.9,498.1,-0.6
2012,"04","进口","万美元","内蒙古",9750.7,16410.4,-40.6
2012,"04","进口","万美元","辽宁",157033.9,125730.7,24.9
2012,"04","进口","万美元","吉林",20919.9,24700.8,-15.3
2012,"04","进口","万美元","黑龙江",40374.9,60721.4,-33.5
2012,"04","进口","万美元","上海",310917.6,288213.1,7.9
2012,"04","进口","万美元","江苏",363241.2,341975,6.2
2012,"04","进口","万美元","浙江",170486.4,189193.4,-9.9
2012,"04","进口","万美元","安徽",29707.8,24196.1,22.8
2012,"04","进口","万美元","福建",131543,121301.1,8.4
2012,"04","进口","万美元","江西",1486.1,1138,30.6
2012,"04","进口","万美元","山东",634777.8,519924.9,22.1
2012,"04","进口","万美元","河南",53229,37895.5,40.5
2012,"04","进口","万美元","湖北",9682.2,8677.4,11.6
2012,"04","进口","万美元","湖南",13374.5,7183,86.2
2012,"04","进口","万美元","广东",429209.8,341221.1,25.8
2012,"04","进口","万美元","广西",127496.7,61804.6,106.3
2012,"04","进口","万美元","海南",5210.8,5366.8,-2.9
2012,"04","进口","万美元","重庆",23571.5,10597.3,122.4
2012,"04","进口","万美元","四川",10091.4,8545.5,18.1
2012,"04","进口","万美元","贵州",63.7,32.1,98.7
2012,"04","进口","万美元","云南",54809.4,37093.4,47.8
2012,"04","进口","万美元","西藏",6.2,11.5,-46
2012,"04","进口","万美元","陕西",3575,2169,64.8
2012,"04","进口","万美元","甘肃",849.5,446.4,90.3
2012,"04","进口","万美元","青海",5.8,21.9,-73.4
2012,"04","进口","万美元","宁夏",35.1,9,292.2
2012,"04","进口","万美元","新疆",23098.5,21649.4,6.7
