"year","month","type","currency","V0","V1","V2","V3"
2006,"03","出口",NA,"北京",30078.6,27344.1,10
2006,"03","出口",NA,"天津",14470.8,11004.7,31.5
2006,"03","出口",NA,"河北",18915.8,18336.9,3.2
2006,"03","出口",NA,"山西",2109.2,809.1,160.7
2006,"03","出口",NA,"内蒙古",9482,5877.7,61.3
2006,"03","出口",NA,"辽宁",50991,41677.3,22.3
2006,"03","出口",NA,"吉林",18139.2,16221.2,11.8
2006,"03","出口",NA,"黑龙江",14802.7,18349.2,-19.3
2006,"03","出口",NA,"上海",25931.7,23317.4,11.2
2006,"03","出口",NA,"江苏",25072.6,20458.8,22.6
2006,"03","出口",NA,"浙江",61186.9,57413.8,6.6
2006,"03","出口",NA,"安徽",7740.4,6674.6,16
2006,"03","出口",NA,"福建",55415.4,51601.3,7.4
2006,"03","出口",NA,"江西",3708.8,3230.9,14.8
2006,"03","出口",NA,"山东",168644.8,147435.4,14.4
2006,"03","出口",NA,"河南",10811.5,8649.1,25
2006,"03","出口",NA,"湖北",7196.8,6084.4,18.3
2006,"03","出口",NA,"湖南",7418.6,6071,22.2
2006,"03","出口",NA,"广东",81421.7,72182.9,12.8
2006,"03","出口",NA,"广西",8455.1,7888.5,7.2
2006,"03","出口",NA,"海南",4403.4,2904.3,51.6
2006,"03","出口",NA,"重庆",2149.4,2989.4,-28.1
2006,"03","出口",NA,"四川",9725.7,9328.4,4.3
2006,"03","出口",NA,"贵州",1840.2,1375.2,33.8
2006,"03","出口",NA,"云南",10254.8,8229.5,24.6
2006,"03","出口",NA,"西藏",930.7,593.1,56.9
2006,"03","出口",NA,"陕西",9147.5,6646,37.6
2006,"03","出口",NA,"甘肃",4639.1,4106.8,13
2006,"03","出口",NA,"青海",139,177.5,-21.7
2006,"03","出口",NA,"宁夏",688.3,322,113.7
2006,"03","出口",NA,"新疆",11272.5,10686.1,5.5
2006,"03","进口",NA,"北京",116512.6,128009.3,-9
2006,"03","进口",NA,"天津",32026.9,15873.3,101.8
2006,"03","进口",NA,"河北",19579.4,18198.1,7.6
2006,"03","进口",NA,"山西",95.6,20.1,375.7
2006,"03","进口",NA,"内蒙古",1773,1402.8,26.4
2006,"03","进口",NA,"辽宁",25375.7,34354.1,-26.1
2006,"03","进口",NA,"吉林",5057.4,3634.3,39.2
2006,"03","进口",NA,"黑龙江",4881.8,4408.1,10.7
2006,"03","进口",NA,"上海",76042.2,53185.2,43
2006,"03","进口",NA,"江苏",79048.5,66908.2,18.1
2006,"03","进口",NA,"浙江",37056.5,28420.8,30.4
2006,"03","进口",NA,"安徽",5722.2,2343.9,144.1
2006,"03","进口",NA,"福建",24217.8,23319.8,3.9
2006,"03","进口",NA,"江西",454.8,428.5,6.1
2006,"03","进口",NA,"山东",149518.7,91919.6,62.7
2006,"03","进口",NA,"河南",11069.5,9180.5,20.6
2006,"03","进口",NA,"湖北",2605.2,797.5,226.7
2006,"03","进口",NA,"湖南",7908.5,3895.7,103
2006,"03","进口",NA,"广东",95554.1,78077.9,22.4
2006,"03","进口",NA,"广西",21067.7,13508.9,56
2006,"03","进口",NA,"海南",941.8,846,11.3
2006,"03","进口",NA,"重庆",1652.9,2447,-32.5
2006,"03","进口",NA,"四川",2610.3,1322.9,97.3
2006,"03","进口",NA,"贵州",9.6,12.3,-22.4
2006,"03","进口",NA,"云南",1433.6,1668.8,-14.1
2006,"03","进口",NA,"西藏",63.2,84.4,-25.1
2006,"03","进口",NA,"陕西",599.7,471.7,27.1
2006,"03","进口",NA,"甘肃",62.5,151.1,-58.6
2006,"03","进口",NA,"青海",0,0,0
2006,"03","进口",NA,"宁夏",9.8,191.8,-94.9
2006,"03","进口",NA,"新疆",8726.6,3801.4,129.6
