"year","month","type","currency","V0","V1","V2","V3"
2019,"03","出口","万美元","北京",30337.8,32213.3,-5.8
2019,"03","出口","万美元","天津",19545.8,20595.5,-5.1
2019,"03","出口","万美元","河北",34234.5,35798.2,-4.4
2019,"03","出口","万美元","山西",2961.9,3073.1,-3.6
2019,"03","出口","万美元","内蒙古",26094.3,23479.2,11.1
2019,"03","出口","万美元","辽宁",113982.2,117434.7,-2.9
2019,"03","出口","万美元","吉林",25919.8,27596.1,-6.1
2019,"03","出口","万美元","黑龙江",20761.2,21482.6,-3.4
2019,"03","出口","万美元","上海",38511.7,39437.5,-2.3
2019,"03","出口","万美元","江苏",80832.8,91402.4,-11.6
2019,"03","出口","万美元","浙江",126051.1,133207.1,-5.4
2019,"03","出口","万美元","安徽",30898.6,31306.4,-1.3
2019,"03","出口","万美元","福建",221177.5,245165.3,-9.8
2019,"03","出口","万美元","江西",11239.1,13406.4,-16.2
2019,"03","出口","万美元","山东",394130.8,383212.3,2.8
2019,"03","出口","万美元","河南",56158.8,58361.9,-3.8
2019,"03","出口","万美元","湖北",34812.2,37032,-6
2019,"03","出口","万美元","湖南",19905.6,29693.1,-33
2019,"03","出口","万美元","广东",223669.2,213848,4.6
2019,"03","出口","万美元","广西",40369.9,49173.2,-17.9
2019,"03","出口","万美元","海南",11369.1,9716,17
2019,"03","出口","万美元","重庆",2791,7026.7,-60.3
2019,"03","出口","万美元","四川",17992.7,17082.3,5.3
2019,"03","出口","万美元","贵州",8917.2,7147.3,24.8
2019,"03","出口","万美元","云南",85856,77525.2,10.7
2019,"03","出口","万美元","西藏",193.8,205.5,-5.7
2019,"03","出口","万美元","陕西",10344.3,18079,-42.8
2019,"03","出口","万美元","甘肃",6397.3,7386.7,-13.4
2019,"03","出口","万美元","青海",706.9,510.5,38.5
2019,"03","出口","万美元","宁夏",2514.8,3358.3,-25.1
2019,"03","出口","万美元","新疆",22911.9,21710,5.5
2019,"03","进口","万美元","北京",513837.3,372125,38.1
2019,"03","进口","万美元","天津",148330,115913.3,28
2019,"03","进口","万美元","河北",51879,89410.5,-42
2019,"03","进口","万美元","山西",1054.6,642.9,64
2019,"03","进口","万美元","内蒙古",31300.8,21868.1,43.1
2019,"03","进口","万美元","辽宁",113869.4,130937.4,-13
2019,"03","进口","万美元","吉林",11137.4,17383,-35.9
2019,"03","进口","万美元","黑龙江",34853.3,40888.8,-14.8
2019,"03","进口","万美元","上海",541696.1,489664.4,10.6
2019,"03","进口","万美元","江苏",332535.1,356459.2,-6.7
2019,"03","进口","万美元","浙江",172436.2,162058.9,6.4
2019,"03","进口","万美元","安徽",87313.4,76030.9,14.8
2019,"03","进口","万美元","福建",185018.9,168751.7,9.6
2019,"03","进口","万美元","江西",4680.9,3591.7,30.3
2019,"03","进口","万美元","山东",348093.7,322347.7,8
2019,"03","进口","万美元","河南",27917.5,27343.3,2.1
2019,"03","进口","万美元","湖北",9347.4,10872.1,-14
2019,"03","进口","万美元","湖南",34377.5,35110.3,-2.1
2019,"03","进口","万美元","广东",536968.6,511427.3,5
2019,"03","进口","万美元","广西",105516.8,126663,-16.7
2019,"03","进口","万美元","海南",6184.2,4677.1,32.2
2019,"03","进口","万美元","重庆",20977.3,23562,-11
2019,"03","进口","万美元","四川",15715.7,13507.1,16.4
2019,"03","进口","万美元","贵州",162.3,10.8,1408.4
2019,"03","进口","万美元","云南",33547.4,28255.3,18.7
2019,"03","进口","万美元","西藏",8.1,244.7,-96.7
2019,"03","进口","万美元","陕西",16568.1,7738.3,114.1
2019,"03","进口","万美元","甘肃",1411.2,699.4,101.8
2019,"03","进口","万美元","青海",115.8,196,-40.9
2019,"03","进口","万美元","宁夏",1084.5,1068.9,1.5
2019,"03","进口","万美元","新疆",16639.9,14937,11.4
