"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2006,"04","出口","吨","万美元","大米",0,"合计",409284.4,13641.3,237445,8574.1,72.4,59.1,5
2006,"04","出口","吨","万美元","大米",1,"日本",39444.2,2804.2,42272.3,2433.5,-6.7,15.2,5
2006,"04","出口","吨","万美元","大米",2,"韩国",53705.7,2011.8,91532,3154.3,-41.3,-36.2,5
2006,"04","出口","吨","万美元","大米",3,"俄罗斯联邦",50673,1764.5,43686,1430.7,16,23.3,5
2006,"04","进口","吨","万美元","大米",0,"合计",299507.8,11094.3,176692.4,6974,69.5,59.1,9
2006,"04","进口","吨","万美元","大米",1,"泰国",285816.8,10808.1,157509.2,6596.9,81.5,63.8,9
2006,"04","进口","吨","万美元","大米",2,"越南",12723.9,274.2,19099.6,372.9,-33.4,-26.5,9
2006,"04","进口","吨","万美元","大米",3,"老挝",800,7.9,0,0,0,0,9
2006,"04","出口","吨","万美元","小麦",0,"合计",197881.8,2537.6,19233.5,321.9,928.8,688.2,7
2006,"04","出口","吨","万美元","小麦",1,"菲律宾",184629.7,2355,0,0,0,0,7
2006,"04","出口","吨","万美元","小麦",2,"越南",12972,171.6,6123,82.4,111.9,108.3,7
2006,"04","出口","吨","万美元","小麦",3,"日本",200,8,7809.2,106.6,-97.4,-92.5,7
2006,"04","进口","吨","万美元","小麦",0,"合计",217681,3956.1,2228223.6,48664.9,-90.2,-91.9,10
2006,"04","进口","吨","万美元","小麦",1,"澳大利亚",108842.4,1874.1,674241,13638.3,-83.9,-86.3,10
2006,"04","进口","吨","万美元","小麦",2,"美国",98755.8,1730.8,193891.3,4370.9,-49.1,-60.4,10
2006,"04","进口","吨","万美元","小麦",3,"日本",3603.3,146,2848.9,108.1,26.5,35.1,10
2006,"04","出口","吨","万美元","玉米",0,"合计",2231168.3,28134.7,2235408.4,28653,-0.2,-1.8,7
2006,"04","出口","吨","万美元","玉米",1,"韩国",1554602.9,19545.3,1472744,18755.1,5.6,4.2,7
2006,"04","出口","吨","万美元","玉米",2,"日本",240838.4,3141.8,219851.7,2943,9.5,6.8,7
2006,"04","出口","吨","万美元","玉米",3,"马来西亚",216125.6,2665.3,227673.8,2851.3,-5.1,-6.5,7
2006,"04","进口","吨","万美元","玉米",0,"合计",2772.2,139.2,425.7,57.5,551.3,142,11
2006,"04","进口","吨","万美元","玉米",1,"印度",37.8,67.6,45,16.7,-15.9,306,11
2006,"04","进口","吨","万美元","玉米",2,"老挝",2190,27.1,0,0,0,0,11
2006,"04","进口","吨","万美元","玉米",3,"美国",309,15,231.1,11.3,33.7,33.4,11
2006,"04","进口","吨","万美元","大豆",0,"合计",7978935.4,214834.7,7313386.6,211483.7,9.1,1.6,9
2006,"04","进口","吨","万美元","大豆",1,"美国",5300060.9,143019.3,6332883.6,181514.7,-16.3,-21.2,9
2006,"04","进口","吨","万美元","大豆",2,"巴西",1612503.2,43066.6,736756.9,22956.1,118.9,87.6,9
2006,"04","进口","吨","万美元","大豆",3,"阿根廷",1062529.8,28611.1,239295,6858.8,344,317.1,9
2006,"04","出口","吨","万美元","豆粕",0,"合计",95176.7,2469,226535.3,5784.3,-58,-57.3,5
2006,"04","出口","吨","万美元","豆粕",1,"日本",83769.1,2210.9,199242.3,5089.3,-58,-56.6,5
2006,"04","出口","吨","万美元","豆粕",2,"韩国",7567.1,113.3,13685,269.2,-44.7,-57.9,5
