"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2008,"08","出口","吨","万美元","大米",0,"合计",777032.4,35372.9,798997.2,29322.4,-2.7,20.6,8
2008,"08","出口","吨","万美元","大米",1,"韩国",161721,8078.5,158935.8,7053.8,1.8,14.5,8
2008,"08","出口","吨","万美元","大米",2,"科特迪瓦",147210,4914.6,78907.4,2036.6,86.6,141.3,8
2008,"08","出口","吨","万美元","大米",3,"巴布亚新几内亚",104520.2,4197,82281.1,2854.6,27,47,8
2008,"08","进口","吨","万美元","大米",0,"合计",240360.7,14458.6,282239,13317,-14.8,8.6,12
2008,"08","进口","吨","万美元","大米",1,"泰国",235209,14258.1,265124.9,12839.4,-11.3,11,12
2008,"08","进口","吨","万美元","大米",2,"日本",112.7,66.2,25.4,11.1,344.2,497.3,12
2008,"08","进口","吨","万美元","大米",3,"老挝",2955,52.5,NA,NA,NA,NA,12
2008,"08","出口","吨","万美元","小麦",0,"合计",125949,3052.8,1432122.2,27460.2,-91.2,-88.9,10
2008,"08","出口","吨","万美元","小麦",1,"印度尼西亚",75323.9,1733.8,198420.4,4152.4,-62,-58.2,10
2008,"08","出口","吨","万美元","小麦",2,"菲律宾",25682.9,658.5,344729.3,6412.2,-92.5,-89.7,10
2008,"08","出口","吨","万美元","小麦",3,"马来西亚",15223.7,353.2,40692,877.9,-62.6,-59.8,10
2008,"08","进口","吨","万美元","小麦",0,"合计",7908.9,507.4,86307.8,2315.3,-90.8,-78.1,13
2008,"08","进口","吨","万美元","小麦",1,"日本",2364.6,173.1,3567.2,166.2,-33.7,4.2,13
2008,"08","进口","吨","万美元","小麦",2,"澳大利亚",2289,96.1,25236.3,623.7,-90.9,-84.6,13
2008,"08","进口","吨","万美元","小麦",3,"韩国",1002.5,93.2,1683.7,88.3,-40.5,5.6,13
2008,"08","出口","吨","万美元","玉米",0,"合计",169730.7,4771,4147150.2,71346.3,-95.9,-93.3,10
2008,"08","出口","吨","万美元","玉米",1,"朝鲜",97605.6,2763.7,18183.2,323.6,436.8,754,10
2008,"08","出口","吨","万美元","玉米",2,"台湾省",51226.5,1512.1,NA,NA,NA,NA,10
2008,"08","出口","吨","万美元","玉米",3,"英国",6924.5,144,2987.8,64.1,131.8,124.6,10
2008,"08","进口","吨","万美元","玉米",0,"合计",15287.6,567.5,8774.7,287,74.2,97.7,14
2008,"08","进口","吨","万美元","玉米",1,"美国",4401.3,257.7,1837.9,68.8,139.5,274.8,14
2008,"08","进口","吨","万美元","玉米",2,"缅甸",10511,122.6,NA,NA,NA,NA,14
2008,"08","进口","吨","万美元","玉米",3,"印度",30.8,67.7,35.7,87.8,-13.7,-22.9,14
2008,"08","进口","吨","万美元","大豆",0,"合计",24559329.2,1480354.2,19807701.8,665954.2,24,122.3,12
2008,"08","进口","吨","万美元","大豆",1,"美国",10001145,588832.2,7889669.1,256087.1,26.8,129.9,12
2008,"08","进口","吨","万美元","大豆",2,"巴西",8876587.3,557772,7499963.7,260072.3,18.4,114.5,12
2008,"08","进口","吨","万美元","大豆",3,"阿根廷",5285948.9,309851.3,4283963.2,144978.4,23.4,113.7,12
2008,"08","出口","吨","万美元","豆粕",0,"合计",413437.1,20923,610759.4,17072.4,-32.3,22.6,8
2008,"08","出口","吨","万美元","豆粕",1,"日本",231548.6,10916.6,401347.9,11251.9,-42.3,-3,8
2008,"08","出口","吨","万美元","豆粕",2,"越南",45136,2095.9,28631.1,838.7,57.6,149.9,8
2008,"08","出口","吨","万美元","豆粕",3,"美国",28002.9,1940.5,13174.7,538.3,112.6,260.5,8
2008,"08","进口","吨","万美元","豆粕",0,"合计",111506,5013.3,20902.3,507,433.5,888.9,12
2008,"08","进口","吨","万美元","豆粕",1,"印度",110597.3,4945.5,20010.6,458.6,452.7,978.4,12
2008,"08","进口","吨","万美元","豆粕",2,"台湾省",340,32.7,400,20.8,-15,57,12
2008,"08","进口","吨","万美元","豆粕",3,"丹麦",325,22.4,247.5,18.6,31.3,20.8,12
2008,"08","出口","吨","万美元","猪肉",0,"合计",50104.8,17036.1,105281.6,20179.4,-52.4,-15.6,11
2008,"08","出口","吨","万美元","猪肉",1,"香港",39012.2,13382.4,58247.4,11707.4,-33,14.3,11
2008,"08","出口","吨","万美元","猪肉",2,"吉尔吉斯斯坦",4868,1573.4,6094.7,1108.5,-20.1,41.9,11
2008,"08","出口","吨","万美元","猪肉",3,"澳门",2220.9,735.7,3234.1,662.8,-31.3,11,11
2008,"08","出口","吨","万美元","植物油",0,"合计",189303.7,32802.3,131495,13408.5,44,144.6,10
2008,"08","出口","吨","万美元","植物油",1,"香港",22510.1,4414.8,19522.4,2302.6,15.3,91.7,10
2008,"08","出口","吨","万美元","植物油",2,"越南",25157.8,3388.6,29.3,5.5,85783.4,61478.7,10
2008,"08","出口","吨","万美元","植物油",3,"印度",24825.9,3281,21.3,3.8,116612.6,85586,10
2008,"08","进口","吨","万美元","菜籽油",0,"合计",177537.6,26614.2,240263.5,18197.1,-26.1,46.3,12
2008,"08","进口","吨","万美元","菜籽油",1,"加拿大",155742.8,23110.9,240054.1,18169.3,-35.1,27.2,12
2008,"08","进口","吨","万美元","菜籽油",2,"荷兰",6494.4,1066.8,NA,NA,NA,NA,12
2008,"08","进口","吨","万美元","菜籽油",3,"法国",6026.6,990.6,NA,NA,NA,NA,12
2008,"08","进口","吨","万美元","豆油",0,"合计",1637173.9,199870.2,1597462.5,111024.6,2.5,80,12
2008,"08","进口","吨","万美元","豆油",1,"阿根廷",1050210,126016.5,1258680.7,87261.9,-16.6,44.4,12
2008,"08","进口","吨","万美元","豆油",2,"巴西",412077.6,53308.7,211198.6,14981.4,95.1,255.8,12
2008,"08","进口","吨","万美元","豆油",3,"美国",174321.7,20492,119896.9,8160,45.4,151.1,12
2008,"08","出口","吨","万美元","棉花",0,"合计",6804.8,1403.2,13054.6,2103.7,-47.9,-33.3,9
2008,"08","出口","吨","万美元","棉花",1,"印度",1667,343.3,19.2,5.5,8587.6,6196.8,9
2008,"08","出口","吨","万美元","棉花",2,"泰国",983.8,220.2,294.8,47.1,233.7,367.3,9
2008,"08","出口","吨","万美元","棉花",3,"朝鲜",1078.2,206.6,559.5,97.4,92.7,112.2,9
2008,"08","进口","吨","万美元","棉花",0,"合计",1641648,272389.2,1664226.5,227436.6,-1.4,19.8,13
2008,"08","进口","吨","万美元","棉花",1,"美国",650052.5,110833.1,802181.3,111688.4,-19,-0.8,13
2008,"08","进口","吨","万美元","棉花",2,"印度",568036.5,90456.3,397304.5,51245.6,43,76.5,13
2008,"08","进口","吨","万美元","棉花",3,"乌兹别克斯坦",161690.6,26435.6,184043.9,25111.8,-12.1,5.3,13
2008,"08","进口","吨","万美元","羊毛",0,"合计",198053.3,121761,226520.2,127624.4,-12.6,-4.6,14
2008,"08","进口","吨","万美元","羊毛",1,"澳大利亚",116608.3,93003.5,141435.6,100699.9,-17.6,-7.6,14
2008,"08","进口","吨","万美元","羊毛",2,"新西兰",29299.4,10028.9,24508.9,7758.5,19.5,29.3,14
2008,"08","进口","吨","万美元","羊毛",3,"南非",6848.8,4729.3,6226.9,4111.3,10,15,14
