"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2004,"07","出口","吨","万美元","大米",0,"合计",755039.1,17482.8,1387182.7,25613.5,-45.6,-31.7,4
2004,"07","出口","吨","万美元","大米",1,"日本",70656.6,4141.5,88871.1,2058.4,-20.5,101.2,4
2004,"07","出口","吨","万美元","大米",2,"科特迪瓦",202099.4,2995.5,497635.4,7058.8,-59.4,-57.6,4
2004,"07","出口","吨","万美元","大米",3,"利比里亚",142064.4,2157.3,14000,201.6,914.7,970.1,4
2004,"07","出口","吨","万美元","小麦",0,"合计",584706.4,8358.6,909435.3,10352.4,-35.7,-19.3,6
2004,"07","出口","吨","万美元","小麦",1,"韩国",266930.7,3938.6,411107.5,4307.8,-35.1,-8.6,6
2004,"07","出口","吨","万美元","小麦",2,"菲律宾",243793.8,3243.4,185144.2,2068.4,31.7,56.8,6
2004,"07","出口","吨","万美元","小麦",3,"日本",23321.6,377.2,10002.3,112.8,133.2,234.3,6
2004,"07","出口","吨","万美元","玉米",0,"合计",1786798.1,24906.9,8139836.1,85686.8,-78,-70.9,6
2004,"07","出口","吨","万美元","玉米",1,"韩国",1047251.5,13598.1,3772647.3,39664.7,-72.2,-65.7,6
2004,"07","出口","吨","万美元","玉米",2,"日本",472136.2,7765.2,435181,4670.9,8.5,66.2,6
2004,"07","出口","吨","万美元","玉米",3,"马来西亚",158540.6,2069.5,1394371.7,14492.7,-88.6,-85.7,6
2004,"07","出口","吨","万美元","豆粕",0,"合计",383484,12115.9,477560.1,10313.9,-19.7,17.5,4
2004,"07","出口","吨","万美元","豆粕",1,"日本",338282.2,10614.8,309240.5,6562.4,9.4,61.8,4
2004,"07","出口","吨","万美元","豆粕",2,"马来西亚",14187.3,502.5,44447.9,957.2,-68.1,-47.5,4
2004,"07","出口","吨","万美元","豆粕",3,"韩国",15897.2,494.9,71393.4,1585.1,-77.7,-68.8,4
2004,"07","出口","吨","万美元","猪肉",0,"合计",152295.5,22768.8,109025.2,13342.9,39.7,70.6,7
2004,"07","出口","吨","万美元","猪肉",1,"香港",51895.2,7759.6,40657.3,5169.3,27.6,50.1,7
2004,"07","出口","吨","万美元","猪肉",2,"朝鲜",50930.7,7599.6,16161.9,1930,215.1,293.8,7
2004,"07","出口","吨","万美元","猪肉",3,"俄罗斯联邦",32587.3,4609.4,42967.5,4900.7,-24.2,-5.9,7
2004,"07","出口","吨","万美元","植物油",0,"合计",48683.8,5432,43524.7,4544.2,11.9,19.5,6
2004,"07","出口","吨","万美元","植物油",1,"香港",21191.3,2071.7,19512.4,1815.8,8.6,14.1,6
2004,"07","出口","吨","万美元","植物油",2,"韩国",7555.2,872,5923.4,721.4,27.5,20.9,6
2004,"07","出口","吨","万美元","植物油",3,"马来西亚",5764.5,571.6,3830.7,381.2,50.5,50,6
2004,"07","出口","吨","万美元","棉花",0,"合计",6110.6,1067.3,80693.7,9062.2,-92.4,-88.2,5
2004,"07","出口","吨","万美元","棉花",1,"日本",1941.9,382.2,1650.9,237.5,17.6,60.9,5
2004,"07","出口","吨","万美元","棉花",2,"韩国",1068.8,180.2,21734.3,2538.1,-95.1,-92.9,5
2004,"07","出口","吨","万美元","棉花",3,"印度尼西亚",1054.3,137.1,18201.2,2003.5,-94.2,-93.2,5
