"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2009,"04","出口","吨","万美元","大米",0,"合计",322311.6,22316.8,632422.2,25583,-49,-12.8,8
2009,"04","出口","吨","万美元","大米",1,"韩国",108796,8864.7,154721,7686.5,-29.7,15.3,8
2009,"04","出口","吨","万美元","大米",2,"日本",40402.8,3907.1,32934.3,2551.6,22.7,53.1,8
2009,"04","出口","吨","万美元","大米",3,"尼日利亚",35500,2049.9,23000,750.5,54.3,173.1,8
2009,"04","进口","吨","万美元","大米",0,"合计",93352.3,6609.2,208528.4,12228,-55.2,-46,12
2009,"04","进口","吨","万美元","大米",1,"泰国",91912.9,6552.9,205007.7,12096.2,-55.2,-45.8,12
2009,"04","进口","吨","万美元","大米",2,"老挝",965.5,32.5,2400,33.3,-59.8,-2.4,12
2009,"04","进口","吨","万美元","大米",3,"越南",359.6,12.1,540,21.5,-33.4,-43.7,12
2009,"04","出口","吨","万美元","小麦",0,"合计",3633.1,96.2,125929,3052.2,-97.1,-96.8,10
2009,"04","出口","吨","万美元","小麦",1,"阿富汗",3633,96.2,4380,103.4,-17.1,-7,10
2009,"04","出口","吨","万美元","小麦",2,"马拉维",0.1,0,NA,NA,NA,NA,10
2009,"04","进口","吨","万美元","小麦",0,"合计",159218.9,3595,3388.3,189.6,4599.1,1796.6,13
2009,"04","进口","吨","万美元","小麦",1,"澳大利亚",68468.3,1712.5,882,37,7662.8,4522.9,13
2009,"04","进口","吨","万美元","小麦",2,"英国",50746.4,866.7,NA,NA,NA,NA,13
2009,"04","进口","吨","万美元","小麦",3,"美国",37889.1,864.2,84.1,7.8,44931.1,10942.4,13
2009,"04","出口","吨","万美元","玉米",0,"合计",12347.2,304.3,90847.3,2253.7,-86.4,-86.5,10
2009,"04","出口","吨","万美元","玉米",1,"台湾省",6285.2,145,26235,687.4,-76,-78.9,10
2009,"04","出口","吨","万美元","玉米",2,"朝鲜",5735.5,133.4,46267.7,1172.3,-87.6,-88.6,10
2009,"04","出口","吨","万美元","玉米",3,"厄立特里亚",100,13.1,NA,NA,NA,NA,10
2009,"04","进口","吨","万美元","玉米",0,"character(0)",NA,NA,NA,NA,NA,NA,13
2009,"04","进口","吨","万美元","大豆",0,"合计",13858451.8,553026.5,10172217.2,582311.8,36.2,-5,12
2009,"04","进口","吨","万美元","大豆",1,"美国",10380519.5,411780.4,7393691.9,425854.5,40.4,-3.3,12
2009,"04","进口","吨","万美元","大豆",2,"巴西",2034135.2,83057.7,914321.9,54719.4,122.5,51.8,12
2009,"04","进口","吨","万美元","大豆",3,"阿根廷",1301993.8,52718.8,1850005.5,101156.9,-29.6,-47.9,12
2009,"04","出口","吨","万美元","豆粕",0,"合计",169030.1,7739.9,194338.6,9234.3,-13,-16.2,8
2009,"04","出口","吨","万美元","豆粕",1,"日本",84791.3,3690.9,102343.2,4695.1,-17.2,-21.4,8
2009,"04","出口","吨","万美元","豆粕",2,"越南",32572,1366.2,28566,1341.9,14,1.8,8
2009,"04","出口","吨","万美元","豆粕",3,"美国",14280,997.4,13980.1,909.1,2.1,9.7,8
2009,"04","进口","吨","万美元","豆粕",0,"合计",100611.4,3303.1,66986.5,2826.3,50.2,16.9,12
2009,"04","进口","吨","万美元","豆粕",1,"印度",100391.4,3289.5,66494.5,2790.3,51,17.9,12
2009,"04","进口","吨","万美元","豆粕",2,"台湾省",220,13.6,40,4.2,450,224.2,12
2009,"04","出口","吨","万美元","猪肉",0,"character(0)",NA,NA,NA,NA,NA,NA,10
2009,"04","出口","吨","万美元","植物油",0,"合计",32727.6,4764.7,69706.5,11303.8,-53,-57.8,10
2009,"04","出口","吨","万美元","植物油",1,"香港",10722.2,1842.2,9269.3,1604.7,15.7,14.8,10
2009,"04","出口","吨","万美元","植物油",2,"朝鲜",7758.9,817.1,3897.9,603.4,99.1,35.4,10
2009,"04","出口","吨","万美元","植物油",3,"新加坡",3201.5,415.1,3768.5,712.8,-15,-41.8,10
2009,"04","进口","吨","万美元","菜籽油",0,"合计",147055.4,11376.1,53881.3,7492.5,172.9,51.8,12
2009,"04","进口","吨","万美元","菜籽油",1,"加拿大",129583.3,9991.6,49676.3,6864.2,160.9,45.6,12
2009,"04","进口","吨","万美元","菜籽油",2,"阿拉伯联合酋长",17401,1369.6,NA,NA,NA,NA,12
2009,"04","进口","吨","万美元","豆油",0,"合计",529912.5,38068,1016390,113273.2,-47.9,-66.4,12
2009,"04","进口","吨","万美元","豆油",1,"阿根廷",450139.5,32225.7,697947.6,76605.4,-35.5,-57.9,12
2009,"04","进口","吨","万美元","豆油",2,"巴西",79747.2,5835.5,171389.1,19791.1,-53.5,-70.5,12
2009,"04","进口","吨","万美元","豆油",3,"韩国",14.4,3.9,NA,NA,NA,NA,12
2009,"04","出口","吨","万美元","棉花",0,"合计",4349.6,1078.7,2387.5,505.1,82.2,113.6,9
2009,"04","出口","吨","万美元","棉花",1,"朝鲜",3080,773.1,336.1,70.7,816.3,992.9,9
2009,"04","出口","吨","万美元","棉花",2,"泰国",656.2,149.7,693,148.8,-5.3,0.6,9
2009,"04","出口","吨","万美元","棉花",3,"印度",464.2,112.3,513.7,110,-9.6,2.1,9
2009,"04","进口","吨","万美元","棉花",0,"合计",415398.8,53606.3,791020.4,127925.7,-47.5,-58.1,12
2009,"04","进口","吨","万美元","棉花",1,"美国",245869.5,31728.3,228387.4,38516.2,7.7,-17.6,12
2009,"04","进口","吨","万美元","棉花",2,"乌兹别克斯坦",61234.8,7816.4,37558.6,5880.5,63,32.9,12
2009,"04","进口","吨","万美元","棉花",11,NA,NA,NA,NA,NA,NA,NA,12
2009,"04","进口","吨","万美元","羊毛",0,"合计",102706.1,43305.9,104193.2,65120.8,-1.4,-33.5,13
2009,"04","进口","吨","万美元","羊毛",1,"澳大利亚",66542.8,32648.5,62134.4,50113.9,7.1,-34.9,13
2009,"04","进口","吨","万美元","羊毛",2,"新西兰",15361,4390.2,13885.7,4993.5,10.6,-12.1,13
2009,"04","进口","吨","万美元","羊毛",3,"南非",6111.3,2677.9,3731.1,2608.6,63.8,2.7,13
