"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2006,"03","出口","吨","万美元","大米",0,"合计",301992.5,10148.3,201341.1,7372.5,50,37.7,5
2006,"03","出口","吨","万美元","大米",1,"日本",34344.4,2423.9,31953.9,1831.8,7.5,32.3,5
2006,"03","出口","吨","万美元","大米",2,"俄罗斯联邦",50294,1751.7,42906,1407.5,17.2,24.5,5
2006,"03","出口","吨","万美元","大米",3,"巴布亚新几内亚",33550.4,1073.6,0,0,0,0,5
2006,"03","进口","吨","万美元","大米",0,"合计",237259.3,8812.7,132616,5249.6,78.9,67.9,9
2006,"03","进口","吨","万美元","大米",1,"泰国",228835.9,8649.5,115512.4,4913.6,98.1,76,9
2006,"03","进口","吨","万美元","大米",2,"越南",7456.5,151.3,17025.3,333.2,-56.2,-54.6,9
2006,"03","进口","吨","万美元","大米",3,"老挝",800,7.9,0,0,0,0,9
2006,"03","出口","吨","万美元","小麦",0,"合计",43325.2,543.1,18933.5,315.9,128.8,71.9,7
2006,"03","出口","吨","万美元","小麦",1,"菲律宾",43045.1,532,0,0,0,0,7
2006,"03","出口","吨","万美元","小麦",2,"日本",200,8,7809.2,106.6,-97.4,-92.5,7
2006,"03","出口","吨","万美元","小麦",3,"韩国",80,3,0.2,0,33233.3,50566.7,7
2006,"03","进口","吨","万美元","小麦",0,"合计",146929.3,2611.3,1907918.7,41950.1,-92.3,-93.8,10
2006,"03","进口","吨","万美元","小麦",1,"澳大利亚",99033.4,1669.3,577437.6,11679.8,-82.8,-85.7,10
2006,"03","进口","吨","万美元","小麦",2,"美国",41344,710.7,192169.3,4328.4,-78.5,-83.6,10
2006,"03","进口","吨","万美元","小麦",3,"日本",2278.7,97.5,1927.7,72.4,18.2,34.5,10
2006,"03","出口","吨","万美元","玉米",0,"合计",2191082,27636,1708836.6,21957.4,28.2,25.9,7
2006,"03","出口","吨","万美元","玉米",1,"韩国",1535707.7,19312.9,1189721.3,15168.8,29.1,27.3,7
2006,"03","出口","吨","万美元","玉米",2,"日本",236321.9,3084.5,151464.5,2040.7,56,51.2,7
2006,"03","出口","吨","万美元","玉米",3,"马来西亚",200376,2471.6,205742.9,2581.5,-2.6,-4.3,7
2006,"03","进口","吨","万美元","玉米",0,"合计",2539.8,120.3,271.9,40.1,834.1,200,11
2006,"03","进口","吨","万美元","玉米",1,"印度",37.8,67.6,45,16.7,-15.9,306,11
