"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2004,"01","出口","吨","万美元","大米",0,"合计",211345.7,4747,130927.5,2441.8,61.4,94.4,4
2004,"01","出口","吨","万美元","大米",1,"科特迪瓦",99171,1468.8,24650,320.2,302.3,358.8,4
2004,"01","出口","吨","万美元","大米",2,"韩国",31528,1064.6,0,0,NA,NA,4
2004,"01","出口","吨","万美元","大米",3,"日本",10914,730.1,14648.9,382.2,-25.5,91,4
2004,"01","出口","吨","万美元","小麦",0,"合计",71285.7,924.5,40168.3,475.6,77.5,94.4,6
2004,"01","出口","吨","万美元","小麦",1,"菲律宾",35785.7,444.5,105,1.7,33981.6,25998.9,6
2004,"01","出口","吨","万美元","小麦",2,"斯里兰卡",23790,329.5,0,0,NA,NA,6
2004,"01","出口","吨","万美元","小麦",3,"韩国",11550,144.4,22992.5,231.7,-49.8,-37.7,6
2004,"01","出口","吨","万美元","玉米",0,"合计",574730.9,6489,570290.3,5856.4,0.8,10.8,6
2004,"01","出口","吨","万美元","玉米",1,"韩国",477338.8,5377.5,307008.8,3123.3,55.5,72.2,6
2004,"01","出口","吨","万美元","玉米",2,"日本",43272.9,496.9,21906.2,232.6,97.5,113.6,6
2004,"01","出口","吨","万美元","玉米",3,"马来西亚",30128.2,339.5,48113.1,488.1,-37.4,-30.4,6
2004,"01","出口","吨","万美元","豆粕",0,"合计",22942.3,591.6,62402.6,1270.6,-63.2,-53.4,4
2004,"01","出口","吨","万美元","豆粕",1,"日本",18832.8,486.5,35016.1,699.6,-46.2,-30.5,4
2004,"01","出口","吨","万美元","豆粕",2,"朝鲜",2285.8,67,1147.9,27,99.1,147.7,4
2004,"01","出口","吨","万美元","豆粕",3,"韩国",1183.7,18.8,15509,312.7,-92.4,-94,4
2004,"01","出口","吨","万美元","猪肉",0,"合计",10317.4,1508.4,13994.8,1768.2,-26.3,-14.7,7
2004,"01","出口","吨","万美元","猪肉",1,"香港",5597.2,799.5,6477,842.5,-13.6,-5.1,7
2004,"01","出口","吨","万美元","猪肉",2,"朝鲜",2711.2,369.2,0,0,NA,NA,7
2004,"01","出口","吨","万美元","猪肉",3,"新加坡",652.7,137.2,655.9,123.1,-0.5,11.5,7
2004,"01","出口","吨","万美元","植物油",0,"合计",4462.1,511.6,4850.5,463.5,-8,10.4,6
2004,"01","出口","吨","万美元","植物油",1,"香港",2682.3,291.3,3217.5,281,-16.6,3.7,6
2004,"01","出口","吨","万美元","植物油",2,"日本",188,31.6,191.7,25.3,-1.9,25.1,6
2004,"01","出口","吨","万美元","植物油",3,"马来西亚",249.6,26.7,197,18.2,26.7,46.9,6
2004,"01","出口","吨","万美元","棉花",0,"合计",1149.8,152.6,13900.7,1494.9,-91.7,-89.8,5
2004,"01","出口","吨","万美元","棉花",1,"韩国",489,64.2,2009.4,226.7,-75.7,-71.7,5
2004,"01","出口","吨","万美元","棉花",2,"泰国",224.5,29.8,4068.2,417,-94.5,-92.9,5
2004,"01","出口","吨","万美元","棉花",3,"印度尼西亚",157,21.9,3919.3,406.2,-96,-94.6,5
