"year","month","type","quantity","currency","cat","V0","V1","V2","V3","V4","V5","V6","V7","page"
2009,"07","出口","吨","万美元","大米",0,"合计",507231.5,34990.5,681618.6,28877,-25.6,21.2,8
2009,"07","出口","吨","万美元","大米",1,"韩国",163421,13687.5,161721,8078.5,1.1,69.4,8
2009,"07","出口","吨","万美元","大米",2,"日本",63107.4,5985.8,32934.3,2551.6,91.6,134.6,8
2009,"07","出口","吨","万美元","大米",3,"尼日利亚",45500,2574.9,23000,750.5,97.8,243.1,8
2009,"07","进口","吨","万美元","大米",0,"合计",143868.8,9367,234952.3,14062.9,-38.8,-33.4,12
2009,"07","进口","吨","万美元","大米",1,"泰国",141391.8,9271.5,230013.3,13873.3,-38.5,-33.2,12
2009,"07","进口","吨","万美元","大米",2,"老挝",965.5,32.5,2955,52.5,-67.3,-38,12
2009,"07","进口","吨","万美元","大米",3,"越南",1013.5,29.9,540,21.5,87.7,39.2,12
2009,"07","出口","吨","万美元","小麦",0,"合计",8200.1,218.5,125949,3052.8,-93.5,-92.8,10
2009,"07","出口","吨","万美元","小麦",1,"阿富汗",8100,214.6,4380,103.4,84.9,107.4,10
2009,"07","出口","吨","万美元","小麦",2,"韩国",100,3.9,NA,NA,NA,NA,10
2009,"07","出口","吨","万美元","小麦",3,"马拉维",0.1,0,NA,NA,NA,NA,10
2009,"07","进口","吨","万美元","小麦",0,"合计",509457.1,11538.2,6909.9,438.7,7272.9,2529.9,13
2009,"07","进口","吨","万美元","小麦",1,"澳大利亚",212683,4882.8,1869,78.5,11279.5,6120.3,13
2009,"07","进口","吨","万美元","小麦",2,"美国",205768.7,4634,565.6,42.9,36278.3,10702,13
2009,"07","进口","吨","万美元","小麦",3,"加拿大",36870.7,912,145.4,6.3,25256.4,14453.9,13
2009,"07","出口","吨","万美元","玉米",0,"合计",70333.5,1709.6,144637.6,3929.9,-51.4,-56.5,10
2009,"07","出口","吨","万美元","玉米",1,"朝鲜",60333.6,1444.7,97605.6,2763.7,-38.2,-47.7,10
2009,"07","出口","吨","万美元","玉米",2,"台湾省",6285.2,145,26235,687.4,-76,-78.9,10
2009,"07","出口","吨","万美元","玉米",3,"日本",3154.4,92.5,2295.8,55.8,37.4,65.7,10
2009,"07","进口","吨","万美元","玉米",0,"character(0)",NA,NA,NA,NA,NA,NA,13
2009,"07","进口","吨","万美元","大豆",0,"合计",26473491,1116722,20733366.7,1226424.4,27.7,-8.9,12
2009,"07","进口","吨","万美元","大豆",1,"美国",12544259.6,505566.6,9524168.7,556796,31.7,-9.2,12
2009,"07","进口","吨","万美元","大豆",2,"巴西",10424702.6,460132.4,6912376.8,423690.3,50.8,8.6,12
2009,"07","进口","吨","万美元","大豆",3,"阿根廷",2929711.3,126095.7,4125772.7,236458.7,-29,-46.7,12
2009,"07","出口","吨","万美元","豆粕",0,"合计",726217.4,32058.3,378514.1,18874.3,91.9,69.9,8
2009,"07","出口","吨","万美元","豆粕",1,"日本",422557.2,18029.2,212802.1,9951.6,98.6,81.2,8
2009,"07","出口","吨","万美元","豆粕",2,"越南",132762.4,5875.2,44486,2058.3,198.4,185.4,8
2009,"07","出口","吨","万美元","豆粕",3,"印度尼西亚",37984.2,1668.8,NA,NA,NA,NA,8
2009,"07","进口","吨","万美元","豆粕",0,"合计",101066.4,3337.7,91416.6,4000.3,10.6,-16.6,12
2009,"07","进口","吨","万美元","豆粕",1,"印度",100391.4,3289.5,90659.6,3939.2,10.7,-16.5,12
2009,"07","进口","吨","万美元","豆粕",2,"台湾省",600,40,280,27,114.3,48.1,12
2009,"07","进口","吨","万美元","豆粕",3,"荷兰",75,8.3,100,9.2,-25,-10.2,12
2009,"07","出口","吨","万美元","猪肉",0,"合计",50767,15613.1,43352.6,14695.2,17.1,6.2,11
2009,"07","出口","吨","万美元","猪肉",1,"香港",41459.9,12749.7,33816.3,11574.6,22.6,10.2,11
2009,"07","出口","吨","万美元","猪肉",2,"吉尔吉斯斯坦",4510.4,1407.7,3897.5,1274.4,15.7,10.5,11
2009,"07","出口","吨","万美元","猪肉",3,"新加坡",1592.1,625,284,205.1,460.6,204.7,11
2009,"07","出口","吨","万美元","植物油",0,"合计",57085.9,8571.5,163771.6,28230.3,-65.1,-69.6,10
2009,"07","出口","吨","万美元","植物油",1,"香港",15752.8,2854.2,18171.6,3620.3,-13.3,-21.2,10
2009,"07","出口","吨","万美元","植物油",2,"朝鲜",11531,1203.8,7494,1191,53.9,1.1,10
2009,"07","出口","吨","万美元","植物油",3,"日本",7386.3,1027.9,11693.3,1933,-36.8,-46.8,10
2009,"07","进口","吨","万美元","菜籽油",0,"合计",287030.2,22515.2,170527.9,25498.5,68.3,-11.7,12
2009,"07","进口","吨","万美元","菜籽油",1,"加拿大",266467.5,20855.5,148736.8,21996.4,79.2,-5.2,12
2009,"07","进口","吨","万美元","菜籽油",2,"阿拉伯联合酋长",17401,1369.6,5023.3,805.4,246.4,70.1,12
2009,"07","进口","吨","万美元","豆油",0,"合计",1239306.8,90190.9,1467881.8,176196.3,-15.6,-48.8,12
2009,"07","进口","吨","万美元","豆油",1,"阿根廷",974977.3,70534.5,943583.3,110766.9,3.3,-36.3,12
2009,"07","进口","吨","万美元","豆油",2,"巴西",210934,15611.3,349417.2,44885.4,-39.6,-65.2,12
2009,"07","进口","吨","万美元","豆油",3,"美国",51013.7,3849.9,174321.7,20492,-70.7,-81.2,12
2009,"07","出口","吨","万美元","棉花",0,"合计",6985.4,1535.4,4762.3,965.3,46.7,59.1,9
2009,"07","出口","吨","万美元","棉花",1,"朝鲜",3080,773.1,488.5,102.7,530.5,652.7,9
2009,"07","出口","吨","万美元","棉花",2,"泰国",917.4,207.9,693,148.8,32.4,39.8,9
2009,"07","出口","吨","万美元","棉花",3,"印度",700.4,164.3,1000.6,210.9,-30,-22.1,9
2009,"07","进口","吨","万美元","棉花",0,"character(0)",NA,NA,NA,NA,NA,NA,12
2009,"07","进口","吨","万美元","羊毛",0,"合计",185465.8,78219.8,178289,110402.1,4,-29.2,13
2009,"07","进口","吨","万美元","羊毛",1,"澳大利亚",112191,57520.3,105646.7,84536.1,6.2,-32,13
2009,"07","进口","吨","万美元","羊毛",2,"新西兰",30470.3,8306.6,26114.2,8988,16.7,-7.6,13
2009,"07","进口","吨","万美元","羊毛",3,"南非",9327,4226.5,6428.3,4429,45.1,-4.6,13
